FIPS,Year,countyarea,totalplanted,harvcrop,cropfail,largefarms,income,fertilizer,insecticides,irrigate,soy_smallgrains,corn,fruitveg,totalplanted_hectares,income_inflated,insect_planted,harv_county,soysmallgrain_planted,corn_planted,fruitveg_planted,income_planted,largefarm_planted,irrigate_planted
1027,2002,387247,9234,7553,460,0,7972000,18497,201,184,0,199,82,3736.9486038041277,11264436,0.021767381416504222,0.01950434735453083,0,0.02155079055663851,0.008880225254494261,3014.340627680312,0,0.019926359107645657
1027,1997,387247,9858,8665,0,0,0,11387,337,16,0,253,109,3989.477944152165,0,0.03418543315074052,0.02237589961962262,0,0.025664434976668697,0.011057009535402718,0,0,0.0016230472712517752
1029,2017,358467,8263,7383,237,0,36257000,9815,1180,246,0,492,61,3343.9902873330634,37598509,0.1428052765339465,0.0205960381290328,0,0.059542539029408204,0.007382306668280285,11243.605922667313,0,0.029771269514704102
1029,2012,358467,6948,5877,29,0,15365000,8515,981,165,340,408,99,2811.81707810603,17009055,0.1411917098445596,0.01639481458544301,0.048934945308002305,0.05872193436960276,0.014248704663212436,6049.132830310881,0,0.023747841105354058
1029,2007,358458,7279,5739,0,0,12548000,10354,1079,353,0,0,69,2945.7709429380816,15383848,0.14823464761643082,0.01601024387794386,0,0,0.00947932408297843,5222.350378898201,0,0.048495672482483855
1029,2002,358535,5575,4867,127,0,17692000,10043,608,0,0,357,66,2256.1715904492107,24998796,0.10905829596412556,0.01357468587446135,0,0.06403587443946189,0.011838565022421525,11080.183841434979,0,0
1029,1997,358535,8564,6953,0,0,0,8113,535,0,0,873,20,3465.8033184945366,0,0.062470808033629144,0.019392806838941803,0,0.10193834656702476,0.002335357309668379,0,0,0
1031,2017,434551,61048,44949,230,24681,55596000,46695,25255,4040,1659,2496,452,24705.787130716308,57653051.99999999,0.41369086620364304,0.10343780131676143,0.027175337439391954,0.04088586030664395,0.007404009959376228,2333.5849084654697,0.40428842877735555,0.0661774341501769
1031,2012,434552,77483,60570,1236,39313,60025000,61889,29205,3267,12339,3446,600,31356.940509915014,66447675,0.3769213892079553,0.1393849297667483,0.15924783500896972,0.04447427177574435,0.007743634087477253,2119.0739249254675,0.5073758114683221,0.04216408760631364
1031,2007,434539,66925,51372,3090,30616,39843000,53874,29976,3959,4560,8679,440,27084.17644678268,48847518,0.44790437056406424,0.11822183969678211,0.06813597310422115,0.1296824803884946,0.0065745237205827416,1803.5445196563317,0.45746731415763914,0.05915577138587971
1031,2002,434554,72780,57437,2069,31372,40834000,48572,22985,0,2431,5926,566,29453.662484823955,57698442,0.315814784281396,0.13217459740331466,0.033402033525693875,0.08142346798571036,0.007776861775212971,1958.9564465787305,0.43105248694696346,0
1031,1997,434554,71466,58640,3901,24533,0,61784,23806,1771,3532,6861,659,28921.89397005261,0,0.3331094506478605,0.13494295300468986,0.0494221028181233,0.09600369406431031,0.009221168107911454,0,0.3432821201690314,0.024781014748271907
1033,2017,379276,82697,78341,55,64759,9323000,66517,58205,0,46860,22148,45,33467.017401861594,9667951,0.703834480089967,0.20655406616817304,0.5666469158494262,0.2678210817804757,5.441551688694875e-4,288.87997050678985,0.7830876573515363,0
1033,2012,379277,63292,56420,237,39967,4684000,53618,33425,3661,31626,20972,130,25613.921489275595,5185188,0.5281078177336789,0.1487567134310807,0.49968400429754156,0.3313530935979271,0.002053972065979903,202.43631972445175,0.6314700120078367,0.05784301333501864
1033,2007,379273,51180,45278,1051,31091,5685000,46335,21547,0,3877,18269,99,20712.262242007284,6969810,0.4210042985541227,0.11938102633195613,0.07575224697147323,0.3569558421258304,0.0019343493552168817,336.5064577960141,0.6074833919499805,0
1033,2002,380500,52233,47156,0,32283,11221000,44631,23277,2293,6710,6334,78,21138.405503844595,15855273,0.4456378151743151,0.12393166885676742,0.12846284915666342,0.12126433480749718,0.0014933088277525703,750.0694883119868,0.6180575498248234,0.04389945053893133
1033,1997,380500,51643,44532,2126,32063,0,49650,20436,2282,3529,4743,53,20899.63577498988,0,0.39571674767151405,0.11703547963206308,0.06833452742869314,0.09184206959316848,0.001026276552485332,0,0.6208585868365509,0.04418798288248165
1035,2017,544113,25342,21575,155,14250,5915000,24371,6299,0,1050,1367,122,10255.766895993525,6133855,0.24855970325941126,0.039651689998217284,0.04143319390734749,0.05394207244889906,0.004814142530187041,598.0883791729145,0.5623076315997159,0
1035,2012,544100,19152,15143,161,4457,4934000,17202,6350,0,2551,1357,206,7750.70821529745,5461938,0.3315580618212197,0.02783128101451939,0.13319757727652465,0.07085421888053467,0.010756056808688387,704.7017960526316,0.2327172096908939,0
1035,2007,544090,15393,12360,708,2065,851000,20021,2789,0,260,1325,211,6229.4617563739375,1043326,0.18118625349184694,0.022716829936223787,0.01689079451698824,0.08607808744234392,0.013707529396478919,167.4825275125057,0.1341518872214643,0
1035,2002,544508,16409,12723,228,2600,1840000,37439,4318,40,0,1802,187,6640.63132335087,2599920,0.2631482722895972,0.023366047881757477,0,0.10981778292400513,0.011396185020415625,391.51699189469196,0.1584496312998964,0.0024376866353830215
1035,1997,544508,19277,14313,299,2379,0,19368,2634,0,1520,3499,439,7801.295022258195,0,0.13663951859729212,0.02628611517186157,0.07885044353374487,0.18151164600300876,0.022773253099548686,0,0.12341131918867043,0
1037,2017,416583,5017,4075,0,0,-612000,5298,20,0,0,22,37,2030.3520841764466,-634644,0.003986446083316724,0.009781964218415058,0,0.004385090691648395,0.007374925254135938,-312.57829858481165,0,0
1037,2012,416593,4086,3307,0,0,-166000,2424,0,0,0,26,0,1653.5815459328207,-183762,0,0.007938203474374269,0,0.006363191385217817,0,-111.1296872246696,0,0
1037,2007,416579,5867,4423,493,0,162000,4955,428,0,0,0,12,2374.34237150951,198612,0.07295040054542355,0.010617433908094264,0,0,0.0020453383330492586,83.64926742798706,0,0
1037,2002,417564,4720,3946,0,0,5000,4887,89,0,0,0,54,1910.1578308377175,7065,0.01885593220338983,0.00945004837581784,0,0,0.011440677966101695,3.6986472457627118,0,0
1037,1997,417564,4070,3775,0,0,0,6159,267,0,0,127,24,1647.1064346418455,0,0.0656019656019656,0.00904053031391595,0,0.031203931203931203,0.005896805896805897,0,0,0
1039,2017,659492,50774,42276,608,22793,38106000,45431,22149,1307,1969,2854,1379,20547.956292998784,39515922,0.4362272028991216,0.0641038860213619,0.03877969039272068,0.05620987119391815,0.02715956985858904,1923.1071663055895,0.44891085988891954,0.025741521251033992
1039,2012,659492,62106,49093,407,28411,22663000,50889,26023,1436,2786,3870,1342,25133.953864832052,25087941,0.41900943548127395,0.0744406300607134,0.044858789810968344,0.06231282001738962,0.021608218207580587,998.1692946092165,0.45745982674781827,0.023121759572344056
1039,2007,659489,52877,40491,1978,17254,12795000,50570,24463,0,1707,2985,1281,21399.028733306353,15686670,0.46263971102747886,0.06139753657756233,0.0322824668570456,0.056451765417856535,0.02422603400344195,733.0552332772282,0.326304442385158,0
1039,2002,661642,60204,44806,2606,19141,20275000,55257,23833,1391,1196,1707,1929,24364.22501011736,28648575,0.3958707062653644,0.06771940112628884,0.019865789648528337,0.028353597767590194,0.032041060394658163,1175.8459375622883,0.3179356853365225,0.023104777091223175
1039,1997,661642,54237,45369,450,19205,0,54204,17825,0,4089,2847,1778,21949.413193039254,0,0.3286501834540996,0.06857031446008567,0.0753913380164832,0.05249184136290724,0.03278204915463613,0,0.3540940686247396,0
1041,2017,389674,20912,15947,544,0,54035000,18305,2594,23,101,1492,208,8462.970457304735,56034294.99999999,0.12404361132364193,0.04092395181613349,0.004829762815608263,0.07134659525631216,0.009946442234123947,6621.114333636189,0,0.0010998469778117827
1041,2012,389658,25979,18771,313,4835,30703000,16262,3401,901,808,2716,289,10513.557264265479,33988221,0.13091343007814005,0.0481730132577799,0.031102043958581932,0.1045459794449363,0.011124369683205666,3232.7993414296166,0.18611185957889065,0.03468185842411178
1041,2007,389636,22657,13717,1346,0,22491000,16231,2603,0,0,1717,362,9169.16228247673,27573966,0.11488723131923909,0.03520465254750588,0,0.07578231893013197,0.015977402127377853,3007.250297303262,0,0
1041,2002,390131,26798,16505,1020,0,26555000,20140,2528,631,50,1592,378,10845.002023472278,37522215,0.09433539816404209,0.042306302242067405,0.0018658108814090604,0.059407418464064485,0.014105530263452496,3459.8624249944028,0,0.023546533323382343
1041,1997,390131,29829,21411,453,4754,0,22169,5691,1812,414,4286,782,12071.630918656414,0,0.1907874886855074,0.05488156542289641,0.013879110932314191,0.1436856750142479,0.026216098427704584,0,0.15937510476382044,0.06074625364578095
1043,2017,470259,58790,48864,1169,7306,147327000,57427,20933,1713,9677,5413,1456,23791.987049777417,152778099,0.35606395645517946,0.10390869712222414,0.16460282360945738,0.09207348188467426,0.02476611668651131,6421.409808283722,0.12427283551624425,0.02913760843680898
1043,2012,470335,55174,49623,793,3842,74591000,49702,19453,0,9000,5961,1244,22328.611898016996,82572237,0.35257548845470693,0.10550565022802896,0.16312031029107912,0.10804001884945807,0.02254685177801138,3698.046138162903,0.06963424801536956,0
1043,2007,470310,62447,54052,2039,1875,69509000,68362,15100,751,3378,3684,1457,25271.954674220964,85218034,0.24180505068297917,0.11492845144691799,0.054093871603119445,0.058994026934840745,0.023331785353980176,3372.0396818742292,0.030025461591429534,0.012026198216087242
1043,2002,472594,59990,53612,721,3245,116084000,61611,8289,406,3439,4686,807,24277.620396600567,164026692,0.1381730288381397,0.11344198191259305,0.05732622103683947,0.07811301883647274,0.013452242040340057,6756.291980863477,0.054092348724787465,0.00676779463243874
1043,1997,472594,61400,51968,1685,3679,0,55790,6343,536,7002,5058,533,24848.239579117766,0,0.10330618892508144,0.10996330888669767,0.11403908794788274,0.08237785016286645,0.008680781758957654,0,0.0599185667752443,0.008729641693811074
1045,2017,359121,42321,34404,176,27412,58421000,40323,26456,2394,1945,2199,390,17127.07405908539,60582576.99999999,0.625127005505541,0.09580057974888687,0.04595827130738877,0.05196001984830226,0.009215283192741192,3537.2403243543395,0.6477162637933886,0.05656766144467286
1045,2012,359136,45072,36738,350,28859,29875000,36479,20328,2526,1998,2289,453,18240.388506677456,33071625,0.45101171458998934,0.10229550922213312,0.044329073482428115,0.05078541001064963,0.010050585729499467,1813.0987170527158,0.6402866524671637,0.056043663471778485
1045,2007,359131,40790,32447,2061,20370,14678000,34107,14402,2547,1959,3490,551,16507.48684743019,17995228,0.3530767344937485,0.09034864715103959,0.048026477077715124,0.08556018632017652,0.013508212797254228,1090.1252362834027,0.49938710468252023,0.06244177494483942
1045,2002,359087,48921,38377,1819,26471,12635000,47586,16228,3555,1355,2874,455,19798.057466612707,17853255,0.33171848490423333,0.10687382166438773,0.02769771672696797,0.05874777702827007,0.009300709306841643,901.7680158827498,0.5410968704646266,0.07266817930949898
1045,1997,359087,50994,40681,2050,22860,0,41647,11463,0,2912,4564,774,20636.989073249697,0,0.22479115190022356,0.11329009404406175,0.05710475742244186,0.08950072557555791,0.015178256265442993,0,0.4482880338863396,0
1047,2017,626378,72767,54831,6541,37890,18518000,54428,35203,6337,6261,13876,565,29448.40145690004,19203166,0.48377698682094905,0.08753659930585046,0.08604174969422952,0.19069083513130952,0.007764508637156953,652.0953617161625,0.5207030659502246,0.08708617917462586
1047,2012,626365,71483,49019,500,35437,16193000,40736,31120,1911,20679,4669,720,28928.77377579927,17925651,0.43534826462235776,0.0782594812928564,0.28928556439992725,0.06531622903347649,0.010072324888435012,619.6477990711079,0.49574024593259935,0.02673362897472126
1047,2007,626359,62827,39537,5778,24627,8875000,41906,22298,2922,6724,5670,534,25425.738567381624,10880750,0.3549111050981266,0.06312194763705799,0.10702405016951311,0.0902478233880338,0.008499530456650802,427.9423376892101,0.3919811545991373,0.04650866665605552
1047,2002,627656,56173,35137,2495,19667,5919000,43780,19201,1935,3961,2282,440,22732.90165924727,8363547,0.34181902337421893,0.05598130185961737,0.07051430402506542,0.04062449931461734,0.007832944653125166,367.9049478753137,0.35011482384775605,0.034447154326811814
1047,1997,627656,66072,46731,1155,29159,0,46780,16616,0,11940,4198,780,26738.97207608256,0,0.2514832304153045,0.07445320366570223,0.18071195059934617,0.06353674779028938,0.011805303305484925,0,0.4413215885700448,0
1049,2017,497343,88833,72653,4969,27293,151503000,83726,12491,776,16390,13662,1029,35950.22258195063,157108611,0.14061215989553433,0.14608228124252276,0.18450350657976203,0.15379419810205666,0.011583533146465841,4370.170744892101,0.307239426789594,0.008735492440872199
