"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CHOCTAW","023","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,972","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CLARKE","025","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,019","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CONECUH","035","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,767","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","ESCAMBIA","053","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","7,486","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,714","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,009","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,569","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","11,324","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,186","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CALHOUN","015","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,776","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CHEROKEE","019","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","18,914","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CLEBURNE","029","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","880","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","CULLMAN","043","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","9,926","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","16,180","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","ETOWAH","055","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,837","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","JACKSON","071","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","12,183","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","MARSHALL","095","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,108","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","SAINT CLAIR","115","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,990","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","COLBERT","033","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,356","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","FRANKLIN","059","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,430","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAUDERDALE","077","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","20,947","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","9,412","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LIMESTONE","083","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","9,783","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MADISON","089","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,945","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MARION","093","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","2,997","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","MORGAN","103","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,852","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","WINSTON","133","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","2,160","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","BIBB","007","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,808","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHAMBERS","017","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","2,422","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,857","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CLAY","027","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,800","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","COOSA","037","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","942","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","2,174","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","JEFFERSON","073","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,019","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LAMAR","075","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","2,617","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,450","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","PICKENS","107","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","7,215","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","RANDOLPH","111","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,588","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","SHELBY","117","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,724","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLADEGA","121","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,580","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,305","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TUSCALOOSA","125","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,451","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","WALKER","127","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","3,185","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","7,483","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","16,099","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,498","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,965","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","7,917","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","16,022","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","16,584","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","12,578","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","7,080","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,295","43.3"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","KENAI PENINSULA","30","KENAI PENINSULA","","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,762","0.2"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE","20","ANCHORAGE","","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,338","0.2"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","SOUTHEAST","40","JUNEAU","","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4","(L)"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","SOUTHWEST & WEST","50","ALEUTIAN ISLANDS","","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","622","0.2"
"CENSUS","2017","YEAR","","COUNTY","ALASKA","02","TANANA VALLEY","10","FAIRBANKS NORTH STAR","","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","42,073","0.2"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","APACHE","001","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","18,311","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","COCONINO","005","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,910","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","GILA","007","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","MOHAVE","015","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","NAVAJO","017","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","NORTHERN","10","YAVAPAI","025","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,641","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","COCHISE","003","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","24,474","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GRAHAM","009","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","GREENLEE","011","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","494","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","LAPAZ","012","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","6,418","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","MARICOPA","013","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","66,109","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PIMA","019","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","PINAL","021","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","57,982","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","SANTA CRUZ","023","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","795","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARIZONA","04","SOUTHERN","80","YUMA","027","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","38,305","38.3"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","CONWAY","029","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","10,193","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","FAULKNER","045","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,380","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GARLAND","051","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,300","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","GRANT","053","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","643","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","HOT SPRING","059","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,694","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PERRY","105","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","5,215","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","PULASKI","119","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","4,478","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","CENTRAL","50","SALINE","125","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,232","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","ARKANSAS","001","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","22,770","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CRITTENDEN","035","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,889","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","14,193","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LONOKE","085","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","22,085","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","MONROE","095","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","12,088","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","8,049","29.5"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PRAIRIE","117","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","SAINT FRANCIS","123","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","ARKANSAS","05","NORTH CENTRAL","20","BAXTER","005","","","00000000","","AG LAND","AG LAND, CROPLAND, (EXCL HARVESTED & PASTURED) - ACRES","TOTAL","NOT SPECIFIED","1,975","29.5"
