StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_232,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01021,1144,1233,0,11,1159,0,8,0,0,0,0,0,0,0,22,0,30,2,3,4,0,0,0,0,0,0,0,9116,0,0,0,0,0,0,0,23,7,93,0,0,0,0,15,0,0,0,0,0,37,0,293,0,9,0,0,0,0,0,40,0,0,0,0,6000,0,19443,4680,1509,382,1055,158369,106539,19359,63399,53117,1329,22,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,13,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1233,11,1189,0,0,68,3,12,0
AL,01023,109,131,0,1,143,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2039,0,0,0,0,0,0,0,4,0,0,0,1,5924,0,17500,994,442,142,198,100639,206200,76498,87158,26250,64021,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,109,131,1,143,0,0,0,0,0,0
AL,01025,296,578,0,2,285,0,213,0,0,0,0,0,0,0,5,0,0,0,46,21,0,0,0,0,0,0,0,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1034,0,0,0,0,0,0,0,14,0,0,0,2,9800,0,21116,1908,999,347,791,81132,296193,105592,115821,35088,126584,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,578,2,285,0,0,5,46,0,0
AL,01027,195,31,0,2,385,0,0,0,0,0,0,0,0,0,0,0,15,26,0,2,0,0,0,0,0,0,0,4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,1,0,0,0,0,1410,0,12994,536,264,81,339,199305,110601,650,23302,32892,126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,31,2,400,0,0,15,0,0,0
AL,01029,865,8,0,0,195,0,0,0,0,0,0,0,0,0,1,0,5,12,0,0,0,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,89,0,0,1,0,0,0,0,0,0,0,0,0,1412,0,12806,2003,452,81,186,174094,111107,1301,20961,29420,139,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,8,0,200,0,0,6,0,0,0
AL,01031,9467,19254,0,193,1221,0,11598,0,167,0,0,0,0,0,119,0,8,129,606,1881,0,0,0,0,0,0,0,31291,0,0,0,0,0,1,0,0,0,1022,0,21,0,0,0,0,0,0,0,4,309,0,5233,0,0,0,0,0,0,0,102,0,0,0,1,3860,0,21400,4689,1557,486,31,43485,141678,37895,68004,16813,12730,143,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,9472,19254,193,1329,0,0,127,711,0,0
AL,01033,23479,4580,0,18,8950,0,12,0,0,0,0,0,0,0,13,0,15202,0,0,485,0,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,160,0,0,1,0,0,0,0,1,0,0,0,0,19298,0,19735,9143,3240,1232,1032,158479,25033,6713,47534,46843,5747,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23480,4580,18,24152,0,0,15215,1,0,0
AL,01035,1402,8413,0,5,549,0,728,0,0,0,0,0,0,0,113,0,20,133,22,149,0,0,0,0,0,0,0,13373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,102,0,775,0,0,0,0,0,0,0,246,0,0,0,0,1889,0,15081,1588,362,110,418,88470,245254,38755,75452,33543,18705,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,8413,5,569,0,0,133,22,0,0
AL,01037,62,231,0,1,78,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,2,0,0,0,0,9901,0,17547,839,162,22,348,194850,146840,822,34253,18789,174,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,231,1,83,0,0,5,0,0,0
AL,01039,6290,22212,0,91,946,0,5154,0,0,0,0,0,0,0,36,0,22,25,14,726,0,0,0,0,0,0,0,25691,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,951,0,4089,0,0,0,0,0,0,0,2890,0,0,0,0,7937,0,31694,4519,1198,434,143,65698,289685,54779,77103,46050,19545,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6290,22212,91,968,0,0,58,14,0,0
AL,01041,2480,1593,0,36,344,0,1281,0,0,0,0,0,0,0,69,0,275,146,199,125,0,0,0,0,0,0,0,19234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,0,1703,0,0,0,0,0,0,0,79,0,0,0,0,2154,0,15685,1442,292,68,83,120188,118944,8352,50935,22001,23095,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,1593,36,619,0,0,344,199,0,0
AL,01043,3830,769,0,13,11693,0,67,0,0,0,0,0,0,0,13,0,788,4,1,36,0,0,0,0,0,0,0,8732,0,0,0,0,22,15,0,282,0,0,0,0,0,0,0,0,0,0,0,2,16,0,307,0,4,0,0,0,0,0,17,0,0,0,0,10895,0,26829,10807,3810,1248,1363,165018,43778,11547,39616,140216,1291,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3846,769,13,12482,0,0,817,2,0,0
AL,01045,2505,9731,0,152,220,10,10968,0,3,0,0,0,0,0,163,0,4,703,455,259,0,0,0,0,0,0,0,16067,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2,0,0,0,0,3,151,0,20904,0,0,0,0,0,0,0,206,0,0,0,0,2697,0,18130,5578,2272,914,23,66496,107479,12335,58126,5318,17361,323,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2509,9731,152,224,0,0,168,458,0,0
AL,01047,5753,14552,0,88,11002,0,245,0,0,0,0,0,0,0,353,0,395,0,20,2,0,0,0,0,0,0,1,29056,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,161,694,0,3035,0,0,0,0,0,0,0,277,0,0,0,4,16709,0,29150,4803,2075,813,467,112316,139822,18622,73014,60025,108178,4268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,61,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814,14552,126,11397,0,0,847,20,1,0
AL,01049,11632,203,0,6,18691,0,0,0,0,0,0,44,0,0,63,0,2068,0,3,51,0,0,0,0,0,0,0,17925,0,0,0,0,43,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,19,0,680,0,0,3,0,46,0,0,0,0,0,0,0,1861,0,25505,8810,2796,970,514,177739,27140,37827,32593,129568,694,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,228,0,5,0,0,413,0,0,0,0,0,0,0,0,0,0,22,11655,203,11,21194,66,0,2136,439,0,0
AL,01051,3220,10781,0,1244,1104,0,24,0,0,0,0,0,0,0,61,0,39,0,23,2,0,0,0,0,0,0,0,11200,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,3,0,36,0,22121,0,0,1,0,0,0,0,33,0,0,0,1,24799,0,22540,5995,2045,521,1289,140637,71833,18345,41316,28676,12420,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3245,10781,1244,1144,0,0,125,24,0,0
AL,01053,5226,27650,0,117,2286,0,16893,0,3,0,0,0,0,0,63,0,25,0,42,2766,0,0,0,0,0,0,0,8839,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,1232,0,2306,0,0,0,0,0,0,0,128,0,0,0,0,4595,0,17454,5315,1467,464,2093,12969,284006,21489,89943,38568,63169,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5226,27650,117,2311,0,0,88,42,0,0
AL,01055,1840,3700,0,7,6657,0,0,0,0,0,0,0,0,0,3,0,42,0,0,23,0,0,0,0,0,0,0,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8751,0,0,0,0,0,0,0,0,0,0,0,0,9547,0,31314,16152,4624,2062,467,137146,33392,19654,20459,48763,1761,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1840,3700,7,6700,0,0,45,1,0,0
AL,01057,1336,2215,0,0,3052,0,22,0,0,0,0,0,0,0,1,0,13,0,0,3,0,0,0,0,0,0,0,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2239,0,0,0,0,0,0,0,0,0,0,0,1,1266,0,15025,1406,447,173,430,172784,78542,24072,72283,10092,9641,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,2215,0,3065,0,0,14,0,0,0
AL,01059,2953,1370,0,0,5394,0,232,0,0,0,0,0,0,0,2,0,1098,0,1,45,0,0,0,0,0,0,0,4624,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,22,11,0,74,0,0,0,0,0,0,0,0,0,0,0,0,7957,0,15842,4956,1793,453,857,181650,45443,8057,69452,60264,1186,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2953,1370,0,6493,0,0,1100,2,0,0
AL,01061,15472,24008,0,39,2995,32,24571,0,9,0,0,0,0,0,32,0,4,292,469,888,0,0,0,0,0,0,0,26424,0,0,0,0,0,0,0,0,0,112,0,4,0,0,0,0,0,0,0,4,453,0,17705,0,0,0,0,0,0,0,61,0,0,0,3,4560,0,17473,2280,443,129,35,11627,119067,8645,48815,16943,26395,377,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,15476,24008,39,3001,0,0,36,475,0,0
AL,01063,1813,98,0,0,1581,0,3,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,2,0,40437,0,0,0,0,0,0,0,5,0,0,0,41,12802,0,15734,1261,243,81,71,75288,66172,23453,42648,34430,103648,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,98,0,1581,0,0,383,0,0,0
AL,01065,3828,121,0,1,4523,0,4,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,4,9828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2309,0,0,0,0,0,0,0,2,0,0,0,255,18387,0,14490,1084,269,50,120,92516,56174,23059,43070,75674,74134,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,121,1,4528,0,0,15,0,0,0
AL,01067,4548,18976,0,104,599,7,16943,0,4,0,0,0,0,0,711,0,222,3348,1303,1850,0,0,0,0,0,0,0,28511,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,939,0,10503,0,0,0,0,0,0,0,118,0,0,0,0,5598,0,13191,2978,586,132,41,60977,99167,15574,61919,4672,9513,143,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,137,11,0,39,0,0,0,0,0,0,0,0,0,4915,19113,104,832,0,0,1437,1314,0,0
AL,01069,2786,23692,0,597,1192,313,35502,0,2,0,0,0,0,0,42,0,6,1082,545,1178,0,0,0,0,0,0,0,35306,0,0,0,0,0,0,0,0,0,340,0,1980,0,0,10,0,0,0,0,0,82,0,33117,0,0,0,0,0,0,0,204,0,0,0,0,2442,0,23098,10351,3868,1894,51,19283,91387,1774,45373,9567,23853,247,0,316,94,0,0,0,0,0,0,0,306,0,0,0,0,0,166,0,0,47,1,0,0,0,0,0,2,8,0,125,0,0,0,0,0,0,0,0,0,2834,23694,597,1206,0,0,97,554,0,0
AL,01071,26848,2052,0,53,30771,0,0,0,27,0,0,3,0,0,124,0,3628,0,0,1,0,7,0,0,0,0,1,14880,0,0,0,0,62,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,42,0,33,0,0,0,0,0,0,0,31577,0,20345,7636,2472,985,449,401146,25244,27203,35503,80613,8402,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,274,5,0,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,27127,2052,53,34433,3,0,4026,39,0,0
AL,01073,247,85,0,4,442,0,14,0,2,0,0,0,0,0,2,0,36,0,0,6,0,0,0,0,0,0,0,2083,0,0,0,0,0,3,0,5,0,1,0,0,0,0,1,0,0,0,0,0,24,0,137,0,0,0,0,0,0,0,7,0,0,0,0,9103,0,99063,67625,28776,11523,7649,267634,134814,12262,43102,33744,833,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,85,4,478,0,0,53,0,0,0
AL,01075,1576,839,0,56,1637,0,375,0,0,0,0,0,0,0,0,0,48,0,0,11,0,0,0,0,0,0,0,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,15373,1675,396,122,46,152354,50861,23868,78739,15417,34606,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,839,56,1685,0,0,48,0,0,0
AL,01077,24191,11862,0,69,17024,0,3,0,0,0,0,0,0,0,43,0,10492,56,0,6,0,0,0,0,0,0,0,8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,312,0,206,0,0,3,0,0,0,0,3,0,0,0,0,31234,0,29544,8933,2781,884,93,158470,14820,4137,40098,91403,4142,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,24328,11862,69,27627,0,0,10535,248,0,0
AL,01079,28016,7106,0,1,23128,0,1130,0,0,0,0,0,0,0,218,0,20441,0,0,85,0,0,0,0,0,0,0,3823,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,90,0,67,0,0,0,0,0,0,0,0,0,0,0,0,16584,0,17424,3833,1451,387,363,150073,35551,17184,30654,86594,15357,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28016,7106,1,43569,0,0,20659,0,0,0
AL,01081,833,2531,0,11,371,0,58,0,0,0,0,0,0,0,30,0,13,7,4,0,0,0,0,0,0,0,0,6648,0,0,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,424,0,608,0,0,2,0,0,0,0,4,0,0,0,0,7645,0,27057,16062,5202,1869,623,137874,96044,3308,48626,36460,1812,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,833,2534,11,384,0,0,46,4,0,0
AL,01083,28863,9228,0,33,44577,0,4,0,0,0,0,0,0,0,74,0,32178,393,0,16,0,4,0,0,0,0,6,4276,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,20,0,282,0,0,0,0,0,0,0,0,0,0,0,0,26029,0,20989,8310,2836,667,314,93881,8343,5297,19241,71217,11498,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28873,9228,33,76756,0,0,32262,1,0,0
AL,01085,3033,3688,0,1320,1594,0,86,0,0,0,0,0,0,0,84,0,109,0,66,21,0,0,0,0,0,0,0,30053,0,0,0,0,0,0,0,0,0,59,0,0,0,0,8,0,0,0,0,0,1220,0,6729,0,0,0,0,0,0,0,1042,0,0,0,0,7296,0,18128,1836,362,100,163,109825,87037,3553,68426,55956,60312,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,3688,1320,1703,0,0,195,66,0,0
AL,01087,2221,5104,0,116,991,0,339,0,0,0,0,0,0,0,28,0,9,12,23,1,0,0,0,0,0,0,0,6580,0,0,0,0,0,294,0,0,0,1,0,0,0,0,0,0,0,0,242,0,1645,0,14447,0,0,19,0,0,0,0,62,0,0,0,3,4407,0,17286,3115,657,153,831,73310,87276,47062,59413,22321,43502,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,467,0,0,4,0,0,0,0,0,0,0,0,0,2223,5571,116,1000,0,0,506,23,0,0
AL,01089,35904,19053,0,10,29824,0,1,0,0,0,0,0,0,0,116,0,19636,2,0,3,0,0,0,0,0,0,3,4327,0,0,0,0,0,65,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,456,0,0,1,0,0,0,0,0,0,0,0,0,6846,0,55927,42603,13276,4681,703,152800,14352,5935,18881,81042,13572,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35905,19053,10,49467,0,0,19753,7,0,0
AL,01091,3536,2535,0,4,6629,0,18,0,0,0,0,0,0,0,13,0,4,0,2,0,0,0,0,0,0,0,0,9249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6146,0,0,0,0,0,0,0,1,0,0,0,14,8012,0,21507,2628,912,341,461,96121,154452,47550,83867,84307,100477,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,2535,4,6633,0,0,17,2,0,0
