StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01041,2054,1053,0,57,383,0,1403,0,0,0,0,0,0,0,62,0,66,22,148,162,0,0,0,0,0,0,0,18920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,6589,0,0,0,0,0,0,0,418,0,0,0,0,1885,0,15760,1384,209,52,15,116864,118383,16363,34213,34463,19902,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,2056,1062,57,465,0,0,138,165,0,0
AL,01043,2060,570,0,5,6974,4,0,0,0,1,0,0,0,0,109,0,1194,6,0,7,0,0,0,0,0,0,1,4634,0,0,0,0,0,38,0,253,0,119,0,0,0,0,0,0,0,0,0,74,0,29,0,0,0,0,0,0,0,0,0,0,0,2,10448,0,25813,9645,3280,1084,327,154251,33974,8235,22693,196412,827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,570,5,8168,0,0,1305,0,0,0
AL,01045,1136,4772,0,65,571,2,13322,0,0,0,0,0,0,0,294,0,288,228,833,217,0,0,0,0,0,0,0,18573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,291,0,25803,0,0,0,0,0,0,0,89,0,0,0,0,2275,0,18422,5625,2117,833,11,67783,109441,14491,43769,15287,13105,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,146,0,0,0,0,0,0,6,0,95,134,0,0,0,0,0,0,0,0,0,0,0,1292,4867,71,993,0,0,693,1113,0,0
AL,01047,2629,3586,0,37,7496,5,3567,0,1,0,0,0,0,0,2804,0,3595,19,1,7,0,0,0,0,0,0,0,49579,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,193,171,0,239,0,15,0,0,0,0,0,195,0,0,0,11,15350,0,28525,4914,1671,660,243,123466,122990,17304,56284,72091,115460,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,0,2,0,0,0,0,297,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2631,3608,334,11091,0,0,6720,1,0,0
AL,01049,10442,63,0,92,11528,0,0,0,2,0,0,6,0,0,141,0,7356,9,0,13,0,0,0,0,0,0,0,23121,0,0,0,0,8,0,0,1,0,159,0,0,0,0,0,0,0,0,64,36,0,127,0,0,3,0,1,0,0,0,0,0,0,0,1471,0,24123,8598,2480,779,189,169326,25977,33398,9728,168450,546,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,10469,63,92,18912,29,0,7501,28,0,0
AL,01051,1978,11617,0,1,716,0,70,0,42,0,0,0,0,0,403,0,24,1,30,10,0,0,0,0,0,0,0,22259,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,79,0,2695,0,0,0,0,0,0,0,36,0,0,0,0,24162,0,21227,4869,1529,286,588,132909,71879,19650,35497,52754,15100,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1978,11617,2,741,0,0,428,31,0,0
AL,01053,4564,11643,0,82,2553,2,10212,0,55,0,0,0,0,0,1275,0,5605,250,347,256,0,0,0,0,0,0,0,11337,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,1436,0,10952,0,2,0,0,0,0,0,142,0,0,0,0,3331,0,18333,5132,1201,333,1306,16692,270331,21143,82073,66420,61697,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,0,670,68,0,0,0,0,0,0,0,0,0,0,0,4573,12313,84,8226,0,0,7555,421,0,0
AL,01055,3114,1591,0,42,6307,0,0,0,0,0,0,0,0,0,21,0,936,0,0,16,0,0,0,0,0,0,0,7174,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,2309,0,1,0,0,0,0,0,0,0,0,0,0,8797,0,27634,15514,3675,1899,167,133878,29534,14488,9268,83186,1637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118,1591,42,7243,0,0,961,0,0,0
AL,01057,2232,375,0,1,3388,0,6,0,0,0,0,0,0,0,62,0,111,1,2,1,0,0,0,0,0,0,0,6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1948,0,0,0,0,0,0,0,2,0,0,0,1,1019,0,15059,1287,438,154,177,183420,77638,29230,43551,29471,6822,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2232,375,1,3500,0,0,173,3,0,0
AL,01059,2650,105,0,0,2462,0,0,0,0,0,0,0,0,0,139,0,1335,2,0,39,0,0,0,0,0,0,0,3611,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,34,0,112,0,0,0,0,0,0,0,0,0,0,0,0,7559,0,15225,4902,1467,339,361,185365,39239,9197,51593,86532,1423,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,105,0,3797,0,0,1474,0,0,0
AL,01061,3288,14486,0,497,3047,77,18423,0,0,0,0,0,0,0,2035,0,250,3134,3602,349,0,0,0,0,0,0,0,21321,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,1,832,0,53637,0,0,0,0,0,0,0,70,0,0,0,0,3541,0,18365,2248,376,123,38,9736,101442,8588,44357,28949,26658,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,178,0,0,0,0,0,0,47,0,415,113,0,0,0,0,0,0,0,0,0,0,0,3522,14901,544,3410,0,0,2803,3893,0,0
AL,01063,287,181,0,18,1964,0,21,0,0,0,0,0,0,0,556,0,93,0,0,2,0,1,0,0,0,0,0,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44772,0,0,0,0,0,0,0,2,0,0,0,202,14436,0,15555,1294,177,45,50,83952,51166,26273,27022,42329,105631,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,181,18,2057,0,0,655,0,0,0
AL,01065,1112,32,0,11,3383,0,402,0,0,0,0,0,0,0,236,0,860,0,0,1,0,3,0,0,0,0,0,23219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1242,0,0,0,0,0,0,0,0,0,0,0,5488,12177,0,13999,1220,213,37,48,95966,56312,27850,29870,73062,72676,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,32,11,4243,0,0,1205,0,0,0
AL,01067,1907,13059,0,456,523,0,21171,0,0,0,0,0,0,0,1559,0,254,743,1208,2435,0,0,0,0,0,0,0,25586,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,1017,0,15548,0,0,0,0,0,0,0,109,0,0,0,0,5122,0,13737,3012,552,113,27,74615,88405,16303,42477,22987,10302,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0,0,0,0,76,0,306,3,0,1,0,0,0,0,0,0,0,0,0,1947,13365,532,780,0,0,2203,1243,0,0
AL,01069,1560,15304,0,263,2455,18,39833,0,0,0,0,0,0,0,749,0,581,642,2765,785,0,0,0,0,0,0,0,31854,0,0,0,0,0,0,0,2,0,23,0,0,0,16,0,0,0,0,3,479,0,37457,0,0,0,0,0,0,0,121,0,0,0,0,1916,0,23580,10021,3447,1673,15,17440,83406,1955,38090,28381,26514,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,149,0,0,0,0,0,0,127,0,357,45,0,6,0,0,0,0,0,0,0,0,0,1804,15661,390,3081,0,0,1909,2959,0,0
AL,01071,21665,2251,0,46,25368,0,0,0,17,0,0,2,0,0,135,0,7124,2,0,21,0,0,0,0,0,0,0,28464,0,0,0,0,24,0,0,1,0,63,0,0,0,1,0,0,0,0,2,6,0,56,0,0,114,0,3,0,0,0,0,0,0,0,31027,0,19350,7604,2219,750,138,388983,23224,21558,16439,117758,6333,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21974,2251,46,32492,2,0,7568,0,0,0
AL,01073,278,102,0,2,550,3,4,0,0,0,0,0,0,0,92,0,73,2,3,8,0,0,0,0,0,0,0,3341,0,0,0,0,0,2,0,2,0,94,0,0,0,0,0,0,0,0,0,45,1,85,0,0,0,0,0,0,0,1,0,0,0,2,8783,0,98734,68188,24000,9949,5022,260172,125932,13049,21792,77596,887,15,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,102,5,623,0,0,168,3,0,0
AL,01075,1794,83,0,40,1976,0,183,0,0,0,0,0,0,0,225,0,14,0,0,2,0,0,0,0,0,0,0,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1808,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,15415,1462,317,124,30,171191,48207,27189,52920,26033,31276,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,83,40,1990,0,0,239,0,0,0
AL,01077,17061,11099,0,0,8146,2,0,0,0,0,0,0,0,0,598,0,8980,64,1,56,0,0,0,0,0,0,0,38124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,354,0,373,0,0,0,0,0,0,0,0,0,0,0,1,31424,0,29132,8610,2213,657,68,150075,12878,4144,25069,108100,2537,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,17062,11099,1,17166,0,0,9580,41,0,0
AL,01079,30676,12700,0,0,7975,4,0,0,0,0,0,0,0,0,174,0,8793,8,0,38,0,0,0,0,0,0,0,8434,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,153,0,0,0,0,0,0,0,0,0,0,0,2,16046,0,17848,3493,1215,324,82,146330,31765,19483,14555,128149,11292,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30676,12700,0,16771,0,0,8967,3,0,0
AL,01081,730,751,0,41,65,1,1115,0,0,0,0,0,0,0,124,0,14,17,29,41,0,0,0,0,0,0,0,7048,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,7062,0,0,0,0,0,0,0,52,0,0,0,0,6898,0,25717,14914,3968,1466,179,137050,94498,4832,22951,63389,1234,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,731,752,43,79,0,0,141,30,0,0
AL,01083,16990,11590,0,2,29654,37,0,0,0,2,0,0,0,0,546,0,33072,166,0,165,0,0,0,0,0,0,6,22337,0,0,0,0,0,44,0,4,0,1,0,0,0,0,0,0,0,0,0,20,0,181,0,0,0,0,0,0,0,0,0,0,0,0,25330,0,20776,7363,2205,468,174,89605,8417,4389,6934,99614,8507,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16992,11590,4,62726,0,0,33622,0,0,0
AL,01085,1427,907,0,0,2284,1,1092,0,2,0,0,0,0,0,521,0,34,5,0,20,0,0,0,0,0,0,0,48333,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,1167,0,155,0,0,0,0,0,0,0,140,0,0,0,0,6419,0,18118,1814,281,76,102,121716,80406,4507,56972,64436,51115,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,907,52,2318,0,0,607,0,0,0
AL,01087,1489,2903,0,5,347,1,1461,0,0,0,0,0,0,0,191,0,101,0,35,7,0,0,0,0,0,0,0,9402,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179,0,16924,0,0,0,0,0,0,0,144,0,0,0,0,3759,0,17290,3129,610,101,376,76223,89523,42272,45098,38637,42153,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1491,2903,5,449,0,0,294,36,0,0
AL,01089,17558,23868,0,12,25119,1,1,0,0,161,0,0,0,0,413,0,20976,15,0,49,0,0,0,0,0,0,2,12533,0,0,0,0,0,283,0,24,0,59,0,0,0,1,0,0,0,0,0,481,0,206,0,0,1,0,0,0,0,0,0,0,0,0,5474,0,50818,39864,10722,3922,350,146289,12020,4699,11976,120741,11441,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17582,23868,14,46095,0,0,21415,0,0,0
