StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01033,12603,8590,0,16,15132,0,16,0,0,0,0,0,0,0,147,0,14938,0,0,6,0,0,0,0,0,0,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,663,0,0,0,0,0,0,0,1,0,0,0,0,19326,0,19780,9141,3231,1213,853,163031,24394,4260,44183,48338,6257,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,12603,8752,16,30071,0,0,15247,1,0,0
AL,01035,833,8723,0,50,33,0,550,0,0,0,0,0,0,0,4,0,0,340,100,40,0,0,0,0,0,0,0,14049,0,0,0,25,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1522,0,0,0,0,0,0,0,70,0,0,0,0,1785,0,14957,1656,401,106,332,83498,255570,37490,70327,33350,19940,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,833,8723,50,35,0,0,4,102,0,0
AL,01037,42,84,0,0,318,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,3,9978,0,17663,734,150,20,327,194200,149132,384,31635,20159,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,84,0,318,0,0,2,0,0,0
AL,01039,2001,19044,0,565,19,0,8241,0,0,0,0,0,0,0,2,0,8,566,1092,688,0,0,0,0,0,0,0,29152,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,989,0,4128,0,0,0,0,0,0,0,2534,0,0,0,0,7735,0,31617,4663,1158,426,67,60611,296980,51563,79460,46587,17894,143,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2014,19046,565,29,0,0,12,1107,11,0
AL,01041,1964,1107,0,7,272,0,551,0,0,0,0,0,0,0,35,0,1,261,514,735,0,0,0,0,0,0,0,23395,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,54,0,955,0,0,0,0,0,0,0,126,0,0,0,0,2198,0,15742,1414,293,69,51,118315,119358,8783,55399,17613,20920,60,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,398,0,14,0,0,0,0,0,0,0,0,0,0,0,1965,1505,7,287,0,0,434,529,285,0
AL,01043,2552,769,0,5,10517,0,18,0,0,0,0,0,0,0,258,0,1050,83,2,0,0,174,0,0,0,0,13,10389,0,0,0,0,0,0,0,370,0,1,0,0,0,0,0,0,0,0,0,0,20,0,512,0,0,1,0,0,0,0,0,0,0,0,0,11101,0,26860,10626,3836,1268,932,166750,44765,10759,38080,140622,731,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,769,5,11567,0,0,1310,2,0,0
AL,01045,215,11347,0,326,298,0,12330,0,0,0,0,0,0,0,11,0,4,7568,2369,103,0,0,0,0,0,0,0,19142,0,0,0,0,0,0,0,0,0,255,0,5,0,0,0,0,0,0,0,18,213,0,10132,0,0,0,0,0,0,0,141,0,0,0,0,2500,0,18098,5681,2168,791,4,58903,117877,10672,57998,3049,15742,70,0,1831,0,0,0,5,0,0,0,0,7,0,0,111,0,0,11,0,0,5,1,0,0,0,0,0,12,0,38,0,89,0,13,0,0,0,0,0,0,0,0,0,221,11385,338,391,0,0,70,2459,5,0
AL,01047,5108,15720,0,172,8236,0,837,0,0,0,0,0,0,0,549,0,0,0,20,0,0,0,0,0,0,0,0,45195,0,0,0,0,0,4,0,0,0,11,0,0,0,0,2,0,0,0,1,3,1608,0,3509,0,1,0,0,0,0,0,278,0,0,0,4,16740,0,28217,4723,2061,775,230,113918,144193,16640,71857,48055,105424,1891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5108,15720,172,8236,0,0,549,20,0,0
AL,01049,11705,1441,0,31,16296,0,81,0,0,0,0,0,0,0,538,0,612,16,121,36,0,0,0,0,0,0,0,28861,0,0,0,0,17,0,0,2,0,85,0,0,0,0,6,0,0,0,0,0,63,0,1295,0,0,3,0,0,0,0,0,0,0,0,0,2044,0,25174,8966,2729,963,506,182492,25578,38699,24065,125273,417,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,10,0,0,82,0,0,0,0,0,0,0,0,0,0,123,11716,1441,31,17113,133,0,1151,203,0,0
AL,01051,2469,14914,0,0,713,0,38,0,0,0,0,0,0,0,101,0,2,3,30,1,0,0,0,0,0,0,0,13833,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,10,0,69,0,7696,0,0,0,0,0,0,0,6,0,0,0,0,25041,0,22793,5782,2023,524,1154,135663,77718,17455,43814,34189,14312,176,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,14914,0,715,0,0,103,30,1,0
AL,01053,3742,29557,0,50,427,0,11387,0,0,0,0,0,0,0,7,0,5,5036,100,865,0,0,0,0,0,0,0,9509,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,8270,0,0,0,0,0,0,0,127,0,0,0,0,4201,0,17251,5336,1588,462,1752,9574,280507,23773,97223,32965,64686,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,3759,29558,50,442,0,0,13,109,0,0
AL,01055,1812,5424,0,0,5419,0,3,0,0,0,0,0,0,0,467,0,54,12,315,0,0,0,0,0,0,0,0,10209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,971,0,0,1,0,0,0,0,0,0,0,0,0,9451,0,31025,16499,4457,2133,553,142613,34994,16234,18024,49371,1051,13,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1812,5424,0,5478,0,0,521,320,0,0
AL,01057,654,2083,0,0,3625,0,168,0,0,0,0,0,0,0,28,0,13,13,0,0,0,0,0,0,0,0,0,9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,857,0,0,0,0,0,0,0,1,0,0,0,0,1208,0,15031,1353,494,177,384,174472,79906,23207,70808,10256,8851,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,2083,0,3638,0,0,41,0,0,0
AL,01059,1717,2602,0,38,5950,0,251,0,0,0,0,0,0,0,14,0,549,6,0,2,0,0,0,0,0,0,0,4381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,147,0,0,0,0,0,0,0,0,0,0,0,2,7979,0,15860,4920,1824,458,729,182684,44419,6269,70737,60818,1339,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,2615,38,6499,0,0,576,0,0,0
AL,01061,3905,23605,0,14,2038,0,26541,0,0,0,0,0,0,0,6,0,0,5445,14487,94,0,0,0,0,0,0,0,29798,0,0,0,0,0,0,0,0,0,22,0,43,0,0,0,0,0,0,0,290,705,0,11332,0,0,0,0,0,0,0,195,0,0,0,0,4034,0,17466,2346,501,143,30,8332,120139,6435,49929,11819,29108,347,0,225,0,0,0,0,0,0,47,0,0,0,0,348,0,0,53,0,0,29,379,0,0,0,0,0,0,0,0,0,197,0,65,0,0,0,0,0,0,0,0,0,4313,23605,14,2235,0,0,35,15063,0,0
AL,01063,1043,239,0,0,6796,2,4,0,0,0,0,0,0,0,82,0,35,0,0,0,0,0,0,0,0,0,0,14707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14008,0,0,0,0,0,0,0,36,0,0,0,2,14332,0,15982,1340,250,76,62,78519,64601,20624,45497,35001,108770,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,239,0,6831,0,0,117,0,0,0
AL,01065,2781,306,0,0,5750,69,0,0,0,0,0,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,14249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,717,18096,0,14420,1298,256,42,79,90144,60102,24571,41163,72468,72038,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781,306,0,5791,0,0,45,0,0,0
AL,01067,172,15245,0,2,109,0,17770,0,0,0,0,0,0,0,513,0,1,16345,1231,731,0,0,0,0,0,0,0,25477,0,0,0,0,0,0,0,0,0,220,0,7,0,0,0,0,0,0,0,46,1880,0,9420,0,0,0,0,0,0,0,73,0,0,0,0,5347,0,13107,3075,560,131,30,53591,107301,16444,60958,3315,7931,46,0,840,0,0,0,0,0,0,0,0,1,0,0,647,0,0,180,0,0,684,0,0,0,0,0,0,0,0,251,0,57,0,0,0,0,0,0,0,0,0,0,0,856,15496,2,167,0,0,1449,1288,0,0
AL,01069,192,16006,0,37,149,0,25876,0,0,0,0,0,0,0,1075,0,0,3979,957,1565,0,0,0,0,0,0,0,37349,0,0,0,0,0,0,0,0,0,269,0,3645,0,0,0,0,0,0,0,27,348,0,36090,0,0,0,0,0,0,0,242,0,0,0,0,2244,0,22980,10416,3997,1829,5,14027,94255,1178,45859,8672,25684,129,0,1629,0,0,0,0,0,0,0,0,48,0,0,3133,0,0,6668,0,0,186,0,0,153,0,0,0,0,0,1289,0,26,0,19,0,0,0,0,0,0,0,0,0,378,17295,37,175,0,0,2550,983,0,0
AL,01071,21059,4356,0,184,31886,0,14,0,0,0,0,0,0,0,198,0,3787,2,2,2,0,0,0,0,0,0,10,28939,0,0,0,0,1,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,19,0,2017,0,0,59,0,0,0,0,0,0,0,0,0,31725,0,19823,7883,2448,960,298,408203,22778,25396,29860,69491,9285,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,21316,4356,184,35690,1,0,4242,18,0,0
AL,01073,100,124,0,0,262,0,4,0,0,0,0,0,0,0,31,0,30,21,0,0,0,2,0,0,0,0,0,2175,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,40,0,91,0,1,1,0,0,0,0,0,0,0,0,0,9538,0,98795,67884,28825,11400,7099,270389,137544,10423,44025,29724,703,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,124,0,292,0,0,61,0,0,0
AL,01075,634,1536,0,0,2149,0,385,0,0,0,0,0,0,0,4,0,182,4,0,3,0,0,0,0,0,0,0,8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,582,0,0,0,0,0,0,0,2,0,0,0,5,1260,0,15466,1541,415,120,82,158961,52196,18609,77051,10738,36628,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,634,1536,0,2335,0,0,186,4,0,0
AL,01077,18519,18126,0,8,19468,0,16,0,0,0,0,0,0,0,95,0,8340,0,0,200,0,0,0,0,0,0,0,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,363,0,0,0,0,0,0,0,5,0,0,0,0,31407,0,29667,8653,2854,897,76,161251,13552,3632,35904,91080,4918,68,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,3,0,191,0,0,0,0,0,0,0,0,0,0,9,18670,18129,8,28008,9,0,8438,342,0,0
AL,01079,19183,9853,0,41,32766,0,2196,0,0,0,0,0,0,0,534,0,11244,0,0,25,0,1,0,0,0,0,0,8755,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,121,0,3554,0,0,0,0,0,0,0,0,0,0,0,0,16568,0,17489,3693,1505,349,298,143566,38782,17956,28580,83082,19395,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,19195,9874,41,44010,0,0,11811,0,0,0
AL,01081,198,2501,0,0,20,0,437,0,0,0,0,0,0,0,21,0,56,35,70,2,0,0,0,0,0,0,0,7875,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,905,0,608,0,0,0,0,0,0,0,3,0,0,0,0,7821,0,26894,16350,4942,1944,1168,133345,102090,3708,46667,35324,1176,23,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,198,2509,4,76,0,0,89,70,1,0
AL,01083,18001,24028,0,29,42817,0,45,0,0,0,0,0,0,0,568,0,25002,4,0,10,0,0,0,0,0,0,10,7648,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,36,0,4651,0,0,0,0,0,0,0,0,0,0,0,0,25920,0,21105,8098,2855,668,166,93465,8307,5097,18944,68136,12969,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18004,24030,29,67819,0,0,25573,2,0,0
AL,01085,2232,3285,0,0,2171,0,143,0,0,0,0,0,0,0,1524,0,0,2,30,3,0,0,0,0,0,0,0,32856,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,8,0,1368,0,1160,0,1,0,0,0,0,0,517,0,0,0,0,7328,0,18064,1856,366,102,70,113067,87822,2815,68680,56113,61237,1139,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,3291,0,2171,0,0,1530,30,0,0
AL,01087,1684,7714,0,0,78,0,366,0,0,0,0,0,0,0,32,0,26,46,135,0,0,0,0,0,0,0,0,10144,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1740,0,3401,0,0,0,0,0,0,0,79,0,0,0,0,4588,0,17124,3245,669,157,1213,74545,94341,44329,62158,24750,39513,328,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,73,0,1,0,5,0,0,0,0,0,0,0,0,0,1684,7787,30,105,0,0,161,136,0,0
AL,01089,22637,27850,0,0,35743,0,12,0,0,0,0,0,0,0,888,0,17353,44,1,7,0,0,0,0,0,0,4,11194,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1339,0,0,2,0,0,0,0,0,0,0,0,0,6718,0,55791,42533,13259,4727,596,156745,13421,3831,19107,71817,14284,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22644,27850,0,53096,0,0,18248,1,0,0
