StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01021,1229,2358,0,1,1868,1,80,0,19,0,0,0,0,0,20,0,25,2,4,0,0,0,0,0,0,0,0,16028,0,0,0,0,0,0,8,0,8,0,0,0,3,0,0,0,0,0,176,1,602,0,0,2,0,0,0,0,0,89,0,0,0,0,0,5475,0,17293,4050,1130,268,447,147176,98997,23816,45897,73186,8138,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,2365,1,1893,0,0,52,4,0,0
AL,01023,155,431,0,0,413,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,304,0,0,0,0,0,0,0,0,10,0,0,0,0,2,5772,0,16688,1088,332,79,45,117324,186184,104162,79573,27582,47555,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,155,443,0,417,0,0,16,0,0,0
AL,01025,354,1333,0,0,511,0,167,0,0,0,0,0,0,0,2,0,27,0,4,5,0,0,0,0,0,0,0,3527,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,435,0,0,0,0,0,0,0,0,25,0,0,0,0,2,9707,0,20104,1895,792,280,375,97370,326086,132304,64362,26875,114080,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,354,1341,0,538,0,0,37,4,0,0
AL,01027,350,356,0,0,762,0,3,0,0,0,0,0,0,0,2,0,19,0,0,4,0,0,0,0,0,0,0,6151,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,12124,421,132,31,929,202958,105024,687,3700,52440,548,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,356,0,781,0,0,21,0,0,0
AL,01029,266,99,0,0,348,0,12,0,0,0,0,0,0,0,2,0,64,0,11,66,0,0,0,0,0,0,0,4055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,11990,1947,369,51,586,173268,100492,1019,5647,56940,450,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,99,0,412,0,0,66,11,0,0
AL,01031,5667,14308,0,16,769,0,14637,0,0,0,0,0,0,0,63,0,1,24,187,646,0,0,0,0,0,0,0,20924,0,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,3,419,0,18924,0,0,0,0,0,0,0,0,53,0,0,0,0,2,2933,0,19684,3803,1013,387,29,44147,126551,44083,48109,57115,10873,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,5668,14317,17,778,0,0,75,195,0,0
AL,01033,20434,6506,0,2,12277,4,51,0,0,0,0,0,0,0,78,0,7665,2,0,1,0,0,0,0,0,0,0,8169,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,575,0,0,0,0,0,0,0,0,16,0,0,0,0,7,19402,0,17325,8784,2347,952,435,155364,18637,7741,36870,71130,4172,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20445,6506,2,19942,0,0,7754,0,0,0
AL,01035,948,6725,0,4,1097,0,877,0,0,0,0,0,0,0,109,0,9,0,89,36,0,0,0,0,0,0,0,11226,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,32,0,1769,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1588,0,14068,1757,286,61,248,87913,226777,47998,62903,58480,20657,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,948,6738,4,1113,0,0,131,96,0,0
AL,01037,429,510,0,0,638,0,6,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,87,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9754,0,16560,744,84,11,1272,199887,132478,2388,6778,49555,1313,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,510,0,653,0,0,21,0,0,0
AL,01039,2030,12714,0,147,2081,0,10492,0,0,0,0,0,0,0,9,0,16,12,18,27,0,0,0,0,0,0,0,25151,0,0,0,0,10,0,28,0,1,0,0,0,10,0,0,0,0,0,846,0,13809,0,0,0,0,0,0,0,0,185,0,0,0,0,0,6860,0,29635,4508,969,309,39,56494,263760,55083,77411,86203,19008,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2032,12714,147,2104,0,0,25,27,0,0
AL,01041,1503,1278,0,9,892,0,1996,0,0,0,0,0,0,0,6,0,2,20,2,6,0,0,0,0,0,0,0,16364,0,0,0,0,7,0,1,0,0,0,0,0,11,0,0,0,0,0,74,0,2425,0,0,0,0,0,0,0,0,124,0,0,0,0,0,1864,0,14752,1477,215,46,18,95783,109374,20293,46694,49850,25806,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,1278,9,894,0,0,8,2,0,0
AL,01043,4724,1874,0,3,11176,6,11,0,0,0,0,0,0,0,61,0,934,12,0,0,0,0,0,0,0,0,0,23786,0,0,0,11,5,0,514,0,55,0,0,0,0,0,0,0,0,0,25,0,92,0,0,0,0,0,0,0,0,12,0,0,0,0,18,10329,0,23197,9940,2590,927,334,153740,31669,9070,29164,167651,1128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4726,1878,3,12112,0,0,999,0,0,0
AL,01045,1770,8488,0,80,171,0,15752,0,0,0,0,0,0,0,12,0,15,78,59,230,0,0,0,0,0,0,2,17228,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,239,0,13174,0,0,0,0,0,0,0,0,76,0,0,0,0,3,1837,0,16879,5501,2074,801,30,66313,102665,15310,46106,31599,13504,104,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,8492,98,186,0,0,50,65,8,0
AL,01047,4664,8142,0,2,8325,5,2728,0,2,0,0,0,0,0,83,0,631,1,61,10,0,0,0,0,0,0,0,26600,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,69,0,656,0,0,0,0,0,0,0,0,171,0,0,0,0,2,14769,0,26792,4771,1537,596,119,125909,119540,27804,65812,119219,74980,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4664,8178,2,8956,0,0,750,61,0,0
AL,01049,13627,601,0,1,24413,0,6,0,1,0,0,0,0,0,7,0,188,0,0,27,0,0,0,0,0,0,2,26354,0,0,0,42,12,0,0,0,17,0,0,0,5,0,0,0,0,0,120,0,271,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1313,0,21912,8354,2239,717,286,170480,24517,33534,11627,156860,803,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13627,601,1,24603,0,0,195,2,5,0
AL,01051,2305,10324,0,3,4109,0,477,0,0,0,0,0,0,0,82,0,13,5,36,5,0,0,0,0,0,0,0,20040,0,0,0,0,4,0,2,0,0,0,0,0,27,1,0,0,0,1,193,0,2234,0,0,0,0,0,0,0,0,140,0,0,0,0,0,24259,0,18378,3624,1207,211,211,130995,76787,17404,32749,59384,15226,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,10324,3,4122,0,0,95,36,0,0
AL,01053,2380,27547,0,7,2007,0,13525,0,3,0,0,0,0,0,61,0,455,26,127,28,0,0,0,0,0,0,0,11374,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,182,0,8961,0,0,0,0,0,0,0,0,178,0,0,0,0,1,3268,0,16449,5173,1071,289,657,23340,293589,29184,83234,59192,25566,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,29214,7,2462,0,0,2183,128,0,0
AL,01055,2512,2125,0,2,9065,0,1,0,0,0,0,0,0,0,1,0,46,0,0,2,0,0,0,0,0,0,0,11421,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,487,0,0,2,0,0,0,0,0,1,0,0,0,0,0,9134,0,25364,15055,3268,1712,271,132321,29024,15648,14027,77481,2211,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2512,2125,2,9129,0,0,47,18,0,0
AL,01057,2150,627,0,31,3919,11,311,0,0,0,0,0,0,0,2,0,133,0,0,0,0,0,0,0,0,0,0,7070,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1126,0,14255,1307,405,131,167,186841,84390,32183,30864,24725,10784,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,627,31,4052,0,0,135,0,0,0
AL,01059,2899,1743,0,17,4542,8,339,0,0,0,0,0,0,0,17,0,414,4,0,1,0,0,0,0,0,0,0,10473,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7915,0,13313,4717,1073,280,311,177457,33422,9996,62310,78946,3229,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,1743,17,4956,0,0,434,0,0,0
AL,01061,2661,21294,0,293,815,0,31593,0,0,0,0,0,0,0,20,0,32,65,203,264,0,0,0,0,0,0,0,25305,0,0,0,0,7,0,0,0,0,0,0,0,34,0,0,0,0,0,356,0,20337,0,0,0,0,0,0,0,0,84,0,0,0,0,3,3267,0,16458,2216,375,113,33,15793,84640,13652,46165,65502,18722,150,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,2661,21315,297,857,0,0,77,213,4,0
AL,01063,1098,189,0,1,1754,2,165,0,0,0,0,0,0,0,242,0,184,0,0,1,0,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19802,0,0,0,0,0,0,0,0,14,0,0,0,0,615,14604,0,15013,1347,165,34,46,98195,57807,34361,28389,61209,82324,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,189,1,1938,0,0,426,0,0,0
AL,01065,2135,979,0,3,4038,2,290,0,0,0,0,0,0,0,60,0,117,1,0,1,0,0,0,0,0,0,0,14027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3013,0,0,0,0,0,0,0,0,2,0,0,0,0,4682,12264,0,13102,1209,187,27,60,99872,59478,35814,25233,84487,58848,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,979,3,4155,0,0,179,0,0,0
AL,01067,1253,17039,0,124,336,0,24432,0,0,0,0,0,0,0,31,0,22,105,126,420,0,0,0,0,0,0,13,18951,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,480,0,13072,0,0,0,0,0,0,0,0,106,0,0,0,0,1,5059,0,12690,3165,495,100,58,56871,84150,21877,50330,40387,11918,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,17,0,0,0,0,0,0,0,0,0,0,0,1253,17095,126,375,0,0,111,143,1,0
AL,01069,1668,20432,0,386,805,0,48731,0,0,0,0,0,0,0,32,0,132,372,101,429,0,0,0,0,0,0,3,31364,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,467,0,13391,0,0,0,0,0,0,0,0,105,0,0,0,0,1,1723,0,21377,9488,3193,1555,80,17723,77598,2780,41279,53532,23117,65,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,110,0,25,0,0,0,0,0,0,0,0,0,0,0,1668,20542,388,962,0,0,276,126,125,0
AL,01071,21708,2560,0,1,36474,0,4,0,9,0,0,0,0,0,14,0,806,0,0,18,0,0,0,0,0,0,2,19933,0,0,0,16,51,0,0,0,60,0,0,0,3,0,0,0,0,0,10,0,95,0,0,2,11,0,6,0,0,0,0,0,0,0,0,31585,0,17141,7049,1712,620,193,389960,18570,26115,20277,119199,6838,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21708,2560,1,37280,0,0,820,0,1,0
AL,01073,1645,712,0,0,2268,3,20,0,1,0,0,0,0,0,6,0,139,3,0,2,0,0,0,0,0,0,0,6190,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,38,0,132,0,0,0,0,0,0,0,0,7,0,0,0,0,3,9231,0,84856,61776,18921,8947,2553,264336,136401,14914,27697,76477,1922,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,712,0,2407,0,0,146,0,0,0
AL,01075,2316,576,0,29,1610,6,370,0,0,0,0,0,0,0,15,0,95,0,0,2,0,0,0,0,0,0,0,7312,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,618,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1114,0,14361,1571,269,73,46,186090,59198,23067,38091,23682,26869,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,576,29,1705,0,0,112,0,0,0
AL,01077,17574,18703,0,5,12886,10,28,0,0,0,0,0,0,0,90,0,5049,6,0,40,0,0,0,0,0,0,0,28507,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,920,0,0,0,0,0,0,0,0,60,0,0,0,0,3,31395,0,25979,8449,2008,629,99,144186,11738,5481,25255,116674,4038,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17577,18703,5,17935,0,0,5142,0,0,0
AL,01079,27088,12249,0,1,17697,14,464,0,0,0,0,0,0,0,699,0,7443,0,0,5,0,0,0,0,0,0,0,8929,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,94,0,2,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16315,0,15104,3095,955,170,165,155448,26994,15056,12125,132220,7028,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,27110,12249,1,25162,0,0,8142,0,0,0
AL,01081,393,1489,0,20,266,0,1308,0,3,0,0,0,0,0,49,0,5,7,41,51,0,0,0,0,0,0,1,9272,0,0,0,0,45,0,0,0,0,0,0,0,80,0,0,0,0,2,362,0,7853,0,0,0,0,0,0,0,0,65,0,0,0,0,0,7024,0,20962,13676,3127,1133,385,129856,85081,8683,29452,69221,4253,52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1489,20,271,0,0,54,41,2,0
AL,01083,20658,17650,0,2,44440,405,15,0,0,0,0,0,0,0,29,0,16396,298,0,2,0,0,0,0,0,0,0,23904,0,0,0,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,65,0,251,0,0,0,0,0,0,0,0,3,0,0,0,0,4,25577,0,16896,6398,1497,263,203,90219,7715,5578,7181,95704,7231,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20662,17653,2,60837,0,0,16431,0,0,0
AL,01085,870,1366,0,6,3726,0,258,0,0,0,0,0,0,0,23,0,2,0,4,1,0,0,0,0,0,0,0,21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,526,0,0,0,0,0,0,0,0,792,0,0,0,0,0,5854,0,16768,1874,290,64,36,112082,81093,6641,61499,106609,40602,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,870,1367,6,3728,0,0,26,4,0,0
AL,01087,1517,2945,0,17,1555,0,2146,0,0,0,0,0,0,0,86,0,1,13,16,120,0,0,0,0,0,0,0,7375,0,0,0,0,385,0,0,0,0,0,0,0,552,0,0,0,0,1,1390,0,11863,0,0,0,0,0,0,0,0,215,0,0,0,0,0,3516,0,16197,3205,515,95,127,81485,84890,42396,45247,50416,34009,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1517,2977,18,1557,0,0,120,17,0,0
