StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01033,56670,38626,0,71,68041,0,72,0,0,0,0,0,0,0,661,0,67167,0,0,28,0,0,0,0,0,0,0,11729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,2981,0,0,0,0,0,0,0,4,0,0,0,0,86899,0,88940,41102,14528,5454,3836,733075,109687,19156,198672,217354,28133,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,729,0,6,0,0,0,0,0,0,0,0,0,0,0,56671,39355,71,135214,0,0,68557,7,0,0
AL,01035,3746,39224,0,223,147,0,2471,0,0,0,0,0,0,0,20,0,0,1531,449,182,0,0,0,0,0,0,0,63170,0,0,0,111,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,39,0,6844,0,0,0,0,0,0,0,313,0,0,0,0,8028,0,67254,7447,1801,478,1494,375451,1149179,168576,316228,149960,89661,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3746,39224,223,154,0,0,20,456,0,0
AL,01037,189,377,0,0,1432,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,6303,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,521,0,0,2,0,0,0,0,0,0,0,0,12,44866,0,79424,3299,673,91,1470,873226,670576,1725,142246,90645,549,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,377,0,1432,0,0,9,2,0,0
AL,01039,8999,85631,0,2539,87,0,37056,0,0,0,0,0,0,0,8,0,34,2547,4910,3093,0,0,0,0,0,0,0,131083,0,0,0,1,0,0,0,0,0,457,0,0,0,0,0,0,0,0,2,0,4448,0,18562,0,0,0,0,0,0,0,11396,0,0,0,0,34782,0,142165,20968,5208,1915,303,272541,1335379,231856,357294,209481,80462,642,0,2,0,0,0,50,0,0,2,0,0,0,0,0,0,0,26,0,0,0,58,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,9057,85638,2539,129,0,0,49,4976,50,0
AL,01041,8833,4977,0,30,1224,0,2479,0,0,0,0,0,0,0,158,0,3,1175,2311,3306,0,0,0,0,0,0,0,105197,0,0,0,0,0,2,0,0,0,302,0,0,0,0,0,0,0,0,0,0,244,0,4292,0,0,0,0,0,0,0,567,0,0,0,0,9885,0,70784,6360,1317,311,231,532007,536696,39491,249104,79199,94067,271,0,0,0,0,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1791,0,64,0,0,0,0,0,0,0,0,0,0,0,8836,6768,30,1291,0,0,1952,2378,1281,0
AL,01043,11473,3459,0,24,47290,0,80,0,0,0,0,0,0,0,1161,0,4723,373,7,0,0,783,0,0,0,0,60,46715,0,0,0,0,0,0,0,1665,0,3,0,0,0,0,0,0,0,0,0,0,90,0,2303,0,0,5,0,0,0,0,1,0,0,0,0,49917,0,120775,47779,17250,5700,4193,749797,201288,48376,171229,632311,3289,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481,3459,24,52013,0,0,5892,7,0,0
AL,01045,965,51024,0,1467,1342,0,55441,0,0,0,0,0,0,0,50,0,20,34028,10653,463,0,0,0,0,0,0,0,86071,0,0,0,0,0,0,0,0,0,1147,0,21,0,0,0,0,0,0,0,81,958,0,45559,0,0,0,0,0,0,0,632,0,0,0,0,11242,0,81376,25544,9750,3556,16,264858,530038,47986,260791,13712,70785,316,0,8235,0,0,0,21,0,0,2,0,31,0,0,501,0,0,50,0,0,24,4,0,0,0,0,0,53,0,173,0,398,0,58,0,0,0,0,0,0,0,0,0,993,51197,1520,1760,0,0,320,11055,21,0
AL,01047,22969,70687,0,773,37034,0,3764,0,0,0,0,0,0,0,2470,0,2,1,90,1,0,0,0,0,0,0,0,203219,0,0,0,0,0,17,0,0,0,51,0,0,0,0,7,0,0,0,4,13,7230,0,15780,0,6,0,0,0,0,0,1248,0,0,0,17,75274,0,126880,21239,9267,3483,1035,512235,648366,74824,323106,216080,474042,8505,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22969,70687,773,37036,0,0,2472,90,0,0
AL,01049,52633,6480,0,140,73277,0,366,0,0,0,0,0,0,0,2417,0,2751,71,546,160,0,0,0,0,0,0,0,129772,0,0,0,0,77,0,0,9,0,381,0,0,0,0,27,0,0,0,0,0,284,0,5823,0,0,12,0,0,0,0,2,0,0,0,0,9190,0,113195,40316,12272,4329,2277,820581,115014,174012,108207,563293,1874,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,116,0,0,0,0,46,2,0,370,0,0,0,0,0,0,0,0,0,0,555,52682,6482,140,76953,601,0,5173,916,0,0
AL,01051,11100,67059,0,0,3206,0,169,0,0,0,0,0,0,0,453,0,7,12,137,3,0,0,0,0,0,0,0,62200,0,0,0,0,0,5,0,0,0,165,0,1,0,0,0,0,0,0,46,1,310,0,34607,0,0,0,0,0,0,0,29,0,0,0,1,112596,0,102489,25997,9095,2355,5188,610014,349459,78489,197009,153730,64356,793,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,67059,0,3213,0,0,460,137,3,0
AL,01053,16827,132904,0,226,1922,0,51204,0,0,0,0,0,0,0,30,0,23,22643,449,3890,0,0,0,0,0,0,0,42756,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,0,37185,0,0,0,0,0,0,0,570,0,0,0,0,18892,0,77569,23995,7140,2078,7877,43050,1261309,106895,437165,148226,290863,4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,2,0,5,0,6,40,0,0,0,0,0,0,0,0,0,0,16905,132909,228,1991,0,0,60,493,0,0
AL,01055,8148,24390,0,1,24366,0,12,0,0,0,0,0,0,0,2099,0,243,54,1418,0,0,0,0,0,0,0,0,45907,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,165,0,4368,0,0,5,0,0,0,0,0,0,0,0,0,42497,0,139506,74186,20043,9590,2487,641263,157351,72997,81047,221997,4726,59,0,372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,8148,24391,1,24632,0,0,2343,1441,0,0
AL,01057,2941,9365,0,0,16300,0,756,0,0,0,0,0,0,0,126,0,60,57,0,0,0,0,0,0,0,0,0,41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,3853,0,0,0,0,0,0,0,4,0,0,0,1,5432,0,67588,6085,2221,795,1728,784519,359299,104350,318392,46118,39798,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,9365,0,16360,0,0,186,0,0,0
AL,01059,7719,11698,0,170,26753,0,1130,0,0,0,0,0,0,0,63,0,2467,25,0,11,0,0,0,0,0,0,0,19698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,663,0,0,0,0,0,0,0,0,0,0,0,7,35879,0,71315,22125,8203,2059,3277,821442,199729,28190,318070,273471,6020,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7719,11756,170,29220,0,0,2588,0,0,0
AL,01061,17561,106140,0,65,9163,0,119344,0,0,0,0,0,0,0,26,0,0,24483,65143,423,0,0,0,0,0,0,0,133987,0,0,0,0,0,0,0,0,0,97,0,195,0,0,0,0,0,0,0,1304,3169,0,50955,0,0,0,0,0,0,0,876,0,0,0,0,18139,0,78535,10547,2252,645,137,37464,540208,28933,224507,53145,130885,1562,0,1012,0,0,0,0,0,0,210,0,0,0,0,1565,0,0,237,0,0,129,1705,0,0,0,0,0,0,0,0,0,888,0,294,0,0,0,0,0,0,0,0,0,19395,106140,65,10051,0,0,155,67736,0,0
AL,01063,4691,1073,0,0,30560,9,18,0,0,0,0,0,0,0,367,0,158,0,0,0,0,0,0,0,0,0,0,66132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62988,0,0,0,0,0,0,0,163,0,0,0,11,64442,0,71865,6025,1123,340,279,353063,290481,92737,204577,157385,489088,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691,1073,0,30718,0,0,525,0,0,0
AL,01065,12504,1377,0,0,25857,310,0,0,0,0,0,0,0,0,17,0,184,0,0,0,0,0,0,0,0,0,0,64073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6077,0,0,0,0,0,0,0,2,0,0,0,3222,81368,0,64841,5836,1152,191,353,405333,270248,110482,185092,325855,323919,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12504,1377,0,26041,0,0,201,0,0,0
AL,01067,774,68550,0,8,490,0,79902,0,0,0,0,0,0,0,2305,0,4,73495,5533,3288,0,0,0,0,0,0,0,114560,0,0,0,0,0,0,0,0,0,989,0,31,0,0,0,0,0,0,0,205,8452,0,42357,0,0,0,0,0,0,0,327,0,0,0,0,24044,0,58934,13826,2516,587,135,240975,482482,73940,274099,14906,35662,206,0,3778,0,0,0,1,0,0,0,0,6,0,0,2909,0,0,810,0,0,3075,0,0,0,0,0,0,0,0,1129,0,255,0,2,0,0,0,0,0,0,0,0,0,3849,69679,8,749,0,0,6513,5788,1,0
AL,01069,862,71973,0,166,669,0,116354,0,0,0,0,0,0,0,4836,0,0,17893,4301,7038,0,0,0,0,0,0,0,167939,0,0,0,0,0,0,0,0,0,1208,0,16388,0,0,0,0,0,0,0,121,1563,0,162278,0,0,0,0,0,0,0,1086,0,0,0,0,10091,0,103329,46834,17973,8226,21,63074,423820,5297,206207,38996,115487,581,0,7324,0,0,0,0,0,0,0,0,214,0,0,14086,0,0,29982,0,0,837,0,0,686,0,0,0,0,0,5796,0,117,0,84,0,0,0,0,0,0,0,0,0,1699,77769,166,786,0,0,11469,4418,0,0
AL,01071,94693,19585,0,827,143375,0,65,0,0,0,0,0,0,0,891,0,17027,11,11,11,0,0,0,0,0,0,45,130127,0,0,0,0,4,0,0,11,0,256,0,0,0,0,1,0,0,0,0,0,85,0,9069,0,0,265,0,0,0,0,0,0,0,0,0,142654,0,89133,35447,11008,4315,1340,1835496,102424,114192,134265,312470,41750,305,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1,0,22,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,6,95850,19585,827,160478,6,0,19074,82,0,0
AL,01073,451,556,0,0,1177,0,16,0,0,0,0,0,0,0,141,0,135,95,1,0,0,7,0,0,0,0,0,9778,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,1,180,0,411,0,3,3,0,0,0,0,1,0,0,0,0,42890,0,444234,305243,129612,51260,31923,1215811,618469,46867,197961,133656,3163,83,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,556,0,1312,0,0,276,1,0,0
AL,01075,2853,6905,0,0,9664,0,1733,0,0,0,0,0,0,0,17,0,818,18,0,12,0,0,0,0,0,0,0,39639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2616,0,0,0,0,0,0,0,7,0,0,0,23,5664,0,69544,6931,1865,538,367,714771,234702,83674,346462,48284,164700,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,2853,6907,0,10500,0,0,837,18,0,0
AL,01077,83272,81503,0,34,87538,0,73,0,0,0,0,0,0,0,429,0,37503,1,0,901,0,0,0,0,0,0,0,43728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3205,0,1631,0,0,2,0,0,0,0,24,0,0,0,0,141223,0,133397,38910,12831,4035,341,725071,60936,16333,161444,409543,22112,307,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,14,0,859,0,0,0,0,0,0,0,0,0,0,40,83953,81517,34,125940,40,0,37946,1540,0,0
AL,01079,86256,44303,0,183,147332,0,9873,0,0,0,0,0,0,0,2399,0,50557,1,1,111,0,5,0,0,0,0,0,39369,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,542,0,15982,0,0,0,0,0,0,0,0,0,0,0,0,74500,0,78640,16607,6766,1571,1340,645548,174385,80739,128511,373579,87211,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,0,0,0,0,0,0,86310,44397,183,197890,0,0,53102,4,0,0
AL,01081,892,11245,0,0,88,0,1966,0,0,0,0,0,0,0,95,0,253,158,315,7,0,0,0,0,0,0,0,35412,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,16,0,4069,0,2733,0,0,0,0,0,0,0,15,0,0,0,0,35169,0,120929,73518,22222,8740,5251,599590,459050,16672,209841,158836,5287,105,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,34,0,0,0,59,0,0,0,0,0,0,0,0,0,892,11279,19,341,0,0,401,315,3,0
AL,01083,80940,108041,0,130,192529,0,203,0,0,0,0,0,0,0,2555,0,112424,17,0,43,0,0,0,0,0,0,46,34389,0,0,0,0,0,0,0,77,0,4,0,0,0,0,0,0,0,0,0,0,164,0,20912,0,0,0,0,0,0,0,0,0,0,0,0,116551,0,94897,36411,12839,3002,747,420268,37353,22919,85180,306375,58317,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,80952,108051,130,304953,0,0,114993,8,0,0
AL,01085,10036,14771,0,0,9760,0,644,0,0,0,0,0,0,0,6854,0,0,9,137,12,0,0,0,0,0,0,0,147740,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,37,1,6153,0,5215,0,6,0,0,0,0,0,2326,0,0,0,0,32951,0,81223,8346,1646,460,315,508407,394893,12656,308820,252313,275352,5123,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10036,14797,0,9760,0,0,6880,137,0,0
AL,01087,7573,34688,0,0,349,0,1646,0,0,0,0,0,0,0,145,0,117,206,605,0,0,0,0,0,0,0,2,45611,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,7,0,7826,0,15293,0,1,0,0,0,0,0,354,0,0,0,0,20630,0,76998,14591,3009,706,5454,335194,424207,199326,279493,111291,177673,1473,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,0,328,0,4,0,24,0,0,0,0,0,0,0,0,0,7575,35016,136,470,0,0,726,611,0,0
