StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01021,336,1097,0,1,1259,0,77,0,3,0,0,0,0,0,6,0,139,0,15,0,0,0,0,0,0,0,0,6717,0,0,0,0,0,121,0,0,0,37,0,0,0,65,5,0,0,0,0,206,0,394,0,16,0,68,0,0,0,71,0,0,0,0,5854,0,19554,4489,1512,372,577,151174,107329,18495,53305,73912,1202,25,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,33,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1102,1,1398,0,0,150,17,24,0
AL,01023,29,105,0,0,316,0,8,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,5,0,0,0,13,6104,0,17437,1019,483,131,96,108694,197409,75382,76847,45374,58021,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,105,0,324,0,0,15,0,0,0
AL,01025,125,827,0,1,136,0,91,0,0,0,0,0,0,0,1,0,20,1,6,4,0,0,0,0,0,0,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,911,0,0,0,0,0,0,0,28,0,0,0,6,9752,0,20999,1924,1027,367,609,91685,281034,98687,98956,64470,125664,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,128,830,1,156,0,0,26,7,0,0
AL,01027,351,6,0,1,280,0,3,0,0,0,0,0,0,0,5,0,30,1,0,4,0,0,0,0,0,0,0,4886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,155,0,0,0,0,0,0,0,0,0,0,0,1,1263,0,12943,525,274,79,141,198651,103215,212,14734,49958,95,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,6,1,310,0,0,35,1,0,0
AL,01029,366,9,0,1,300,0,9,0,0,0,0,0,0,0,5,0,54,12,0,86,0,0,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,6,0,3,0,286,0,0,0,5,0,0,0,0,0,0,0,1,1308,0,13057,1630,497,82,104,166948,108200,1835,14124,47442,217,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,9,1,354,0,0,59,1,0,0
AL,01031,5784,13391,0,256,1857,0,16607,0,0,0,0,0,0,0,590,0,1440,10,251,2126,0,0,0,0,0,0,0,23707,0,0,0,0,0,67,0,0,0,1,0,0,0,9,0,0,0,9,1,417,0,11619,0,0,0,0,0,0,0,62,0,0,0,2,3474,0,21514,4614,1668,547,36,43617,133234,37489,60814,33729,15619,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,76,0,0,0,0,0,0,0,0,1,0,417,0,199,0,0,0,0,0,0,0,0,0,0,0,5869,13808,257,3496,0,0,2457,526,1,0
AL,01033,19838,2891,0,6,4721,0,10,0,0,0,0,0,0,0,10,0,21909,2,0,0,0,79,0,0,0,0,0,5494,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,55,0,193,0,1,0,10,0,0,0,0,0,0,0,0,19532,0,19722,9307,3225,1191,936,155930,23007,5693,34074,62719,8374,175,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19838,2891,6,26630,0,0,21919,0,2,0
AL,01035,636,7339,0,40,201,0,1603,0,0,0,0,0,0,0,52,0,152,28,1,32,0,0,0,0,0,0,0,12487,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1628,0,0,0,0,0,0,0,49,0,0,0,2,2022,0,15008,1589,413,103,313,86299,236742,33227,65441,57344,22995,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,641,7345,70,353,0,0,240,6,1,0
AL,01037,58,92,0,0,220,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,113,0,0,0,1,0,0,0,1,0,0,0,0,9963,0,17623,741,169,14,154,190883,141298,1044,26126,36168,248,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,92,0,231,0,0,11,0,0,0
AL,01039,3581,16267,0,115,641,0,9323,0,0,0,0,0,0,0,171,0,668,21,53,597,0,0,0,0,0,0,0,20331,0,0,0,0,0,35,0,0,0,6,0,0,0,8,0,0,0,1,3,664,0,9881,0,0,0,0,0,0,0,650,0,0,0,0,8071,0,31508,4569,1335,375,193,62638,277106,55795,66774,76356,19958,231,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,6,34,0,0,0,0,0,0,0,0,1,0,88,0,2,0,0,0,0,0,0,0,0,0,0,0,3621,16355,116,1311,0,0,934,89,16,0
AL,01041,1090,1426,0,4,600,0,1472,0,0,0,0,0,0,0,186,0,1091,1,6,14,0,0,0,0,0,0,0,18129,0,0,0,0,0,12,0,0,0,2,0,0,0,7,0,0,0,14,4,19,0,2025,0,0,0,0,0,0,0,179,0,0,0,0,2262,0,15667,1388,303,66,87,116216,120529,12252,43194,37044,15160,33,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34,421,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1438,4,1691,0,0,1323,427,7,0
AL,01043,3725,460,0,16,8840,0,21,0,0,0,0,0,0,0,19,0,1613,0,0,0,0,0,0,0,0,0,12,12098,0,0,0,0,14,14,0,336,0,5,0,0,0,15,0,0,0,0,7,2,0,88,0,2,0,3,0,0,0,2,0,0,0,0,10357,0,26881,10681,3870,1182,1037,153879,40894,11648,20362,173890,1087,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725,460,18,10453,0,0,1634,0,1,0
AL,01045,1263,9800,0,246,192,0,15963,0,0,0,0,0,0,0,42,0,121,6,101,133,0,0,0,0,0,0,0,17809,0,0,0,1,0,12,0,0,0,0,0,0,0,11,0,0,0,7,0,309,0,12564,0,0,0,0,0,0,0,169,0,0,0,1,2482,0,18127,5468,2381,894,50,62466,108992,10572,53556,17224,18483,259,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,402,0,32,0,2,0,0,0,0,0,0,0,0,0,1275,10202,246,345,0,0,567,143,0,0
AL,01047,2533,12047,0,42,10840,0,832,0,0,0,0,0,0,0,177,0,2874,1,22,7,0,0,0,0,0,0,0,33156,0,0,0,0,0,66,0,0,0,12,0,0,0,6,0,0,0,0,1,152,0,1432,0,0,0,0,0,0,0,430,0,0,0,35,16180,0,28849,4764,2121,797,314,109366,136187,19067,59312,88798,103472,2038,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2533,12048,46,13714,0,0,3056,22,64,0
AL,01049,11273,214,0,4,14146,0,1,0,7,0,0,0,0,0,85,0,3155,3,0,38,0,0,0,0,0,0,0,15348,0,0,0,0,339,25,0,0,0,157,0,0,0,0,0,0,0,0,30,9,0,302,0,4,0,3,9,0,0,0,0,0,0,0,1786,0,25312,8936,2795,997,177,164105,28446,40618,11535,167593,804,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11273,214,4,17301,0,0,3240,0,0,0
AL,01051,2303,9833,0,7,3272,0,186,0,2,0,0,0,0,0,8,0,832,0,12,14,0,0,0,0,0,0,0,16665,0,0,0,0,0,54,0,0,0,4,0,0,0,10,0,0,0,1,0,24,0,8306,0,0,0,0,0,0,0,50,0,0,0,0,24733,0,22645,5842,2120,478,486,136303,73616,15791,34069,47289,15454,151,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,9837,7,4104,0,0,844,14,2,0
AL,01053,2570,19021,0,463,2180,0,22750,0,1,0,0,0,0,0,38,0,1737,74,0,266,0,0,0,0,0,0,0,7366,0,0,0,0,0,4,0,10,0,0,0,0,0,5,0,0,0,0,0,388,0,6182,0,0,0,0,0,0,0,159,0,0,0,10,4476,0,17661,5074,1635,436,1229,12268,273429,22068,82161,64044,58887,807,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,848,0,1705,0,6,0,22,0,0,0,0,0,0,0,0,0,2571,20726,1311,3923,0,0,4328,7,2,0
AL,01055,3079,3601,0,1,3950,0,1,0,0,0,0,0,0,0,20,0,322,0,0,4,0,0,0,0,0,0,0,6869,0,0,0,0,2,16,0,0,0,2,0,0,0,0,0,0,0,0,3,22,0,3345,0,0,0,3,0,0,0,0,0,0,0,0,8897,0,31247,16423,4498,2145,321,131870,32073,19339,7375,73817,1939,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,3602,1,4272,0,0,343,0,0,0
AL,01057,1220,949,0,0,3255,0,320,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,10440,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,7,0,1305,0,1,0,1,0,0,0,0,0,0,0,0,1310,0,15044,1317,504,171,420,173381,82026,26010,54806,20659,9464,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,949,0,3292,0,0,38,0,0,0
AL,01059,2297,1426,0,11,4453,0,160,0,0,0,0,0,0,0,342,0,1348,0,0,0,0,0,0,0,0,0,0,5565,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,56,8,0,98,0,0,0,0,0,0,0,0,0,0,0,0,8126,0,15655,5173,1732,436,635,174982,46953,8525,54371,79418,1920,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,1426,11,5801,0,0,1720,0,0,0
AL,01061,6602,18295,0,241,3497,0,31391,0,0,0,0,0,0,0,323,0,1065,10,603,1624,0,0,0,0,0,0,0,21445,0,0,0,14,0,10,0,0,0,5,0,0,0,96,0,0,0,274,2,533,0,21488,0,0,0,0,0,0,0,103,0,0,0,1,3720,0,17502,2221,530,165,44,10693,112870,6771,45517,34862,27138,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,325,0,12,0,14,0,0,0,0,0,0,0,0,0,6620,18620,247,4574,0,0,1719,633,0,0
AL,01063,461,71,0,5,1537,0,8,0,0,0,0,0,0,0,6,0,513,0,0,0,0,0,0,0,0,0,0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,47081,0,0,0,0,0,0,0,8,0,0,0,68,11494,0,15689,1309,257,73,65,73664,66438,22188,38421,37709,101287,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,461,72,5,2050,0,0,520,0,1,0
AL,01065,1213,170,0,6,4199,0,54,0,0,0,0,0,0,0,100,0,684,0,0,0,0,0,0,0,0,0,0,17717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,12,1,0,2479,0,1,0,0,0,0,0,2,0,0,0,2561,15111,0,14273,1265,274,40,116,91180,57009,25890,38709,77598,69285,180,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,170,9,4883,0,0,787,0,2,0
AL,01067,2023,15880,0,1604,950,0,24482,0,0,0,0,0,0,0,360,0,1055,384,525,380,0,0,0,0,0,0,0,26033,0,0,0,0,0,4,0,0,0,0,0,0,0,47,0,0,0,14,0,759,0,6371,0,0,0,0,0,0,0,137,0,0,0,0,5267,0,13243,2924,639,118,72,56241,99382,19846,51954,21825,9890,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,5,0,0,0,0,0,0,0,0,61,0,1063,0,24,0,0,0,0,0,0,0,0,0,0,0,2042,16943,1665,2029,0,0,2553,554,0,0
AL,01069,2152,18251,0,851,1091,0,49652,0,0,0,0,0,0,0,402,0,746,226,1157,268,0,0,0,0,0,0,0,33011,0,0,0,3,0,2,0,0,0,1,0,0,0,57,0,0,0,33,0,612,0,14710,0,0,0,0,0,0,0,249,0,0,0,0,2105,0,23068,10273,4320,1916,46,19321,87252,2580,40095,31090,24263,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,79,0,0,0,0,0,0,0,0,0,52,0,1946,0,28,13,42,0,0,0,0,0,0,0,0,0,2244,20197,903,1878,0,0,3225,1185,0,0
AL,01071,26257,2189,0,66,25227,0,0,0,13,0,0,0,0,0,208,0,5189,0,0,13,0,0,0,0,0,0,9,12885,0,0,0,0,37,34,0,0,0,77,0,0,0,1,0,0,0,0,1,14,0,328,0,16,46,1,8,0,0,0,0,0,0,0,31612,0,20269,7678,2475,972,191,385429,24164,31266,15413,118697,10137,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,62,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26319,2189,66,30416,0,0,5459,0,0,0
AL,01073,111,36,0,0,217,0,23,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1966,0,0,0,0,2,1,0,3,0,0,0,0,0,4,0,0,0,0,4,11,0,91,0,2,0,3,0,0,0,0,0,0,0,1,9003,0,98712,67660,28874,11481,6483,252797,134528,15263,32661,58399,887,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,36,0,237,0,0,20,0,1,0
AL,01075,847,1178,0,1,1552,0,150,0,0,0,0,0,0,0,2,0,512,0,0,2,0,0,0,0,0,0,0,8778,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,995,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,15479,1489,429,113,101,155855,52082,20248,67402,22673,35994,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,1178,1,2064,0,0,514,0,0,0
AL,01077,23927,11028,0,17,9581,0,24,0,0,0,0,0,0,0,31,0,13984,4,0,0,0,93,0,0,0,0,0,20364,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,147,0,780,0,3,30,3,0,0,0,0,0,0,0,0,31416,0,29645,8940,2809,860,138,151599,13225,4642,22135,108725,5559,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23929,11028,17,23565,0,0,14017,0,0,0
AL,01079,29609,7861,0,14,13581,0,347,0,0,0,0,0,0,0,144,0,23946,6,0,0,0,64,0,0,0,0,0,7235,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,23,59,0,377,0,0,1,0,0,0,0,0,0,0,0,0,16561,0,17512,3857,1480,357,301,143143,31906,18895,15415,110441,16381,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29609,7861,14,37527,0,0,24090,0,0,0
AL,01081,105,1370,0,57,989,0,205,0,0,0,0,0,0,0,39,0,40,0,10,3,0,0,0,0,0,0,0,4914,0,0,0,0,0,2,0,0,0,0,0,0,0,54,0,0,0,238,0,234,0,1626,0,0,0,0,0,0,0,28,0,0,0,2,7354,0,26749,16400,5078,1856,384,132628,90613,3960,34604,62772,1782,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1418,62,1029,0,0,139,11,0,0
AL,01083,23408,12228,0,435,33380,0,13,0,0,0,0,0,0,0,20,0,35831,422,0,13,0,348,0,0,0,0,0,11825,0,0,0,0,1,274,0,6,0,0,0,0,0,0,0,0,0,0,0,43,0,176,0,0,1,0,0,0,0,0,0,0,0,0,25330,0,21216,8286,2922,655,326,87098,7523,5587,7338,90189,13594,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,23408,12262,435,69211,0,0,35885,0,0,0
AL,01085,1241,2743,0,42,2716,0,325,0,1,0,0,0,0,0,274,0,1389,0,167,1,0,0,0,0,0,0,0,27226,0,0,0,0,0,26,0,0,0,16,0,0,0,2,0,0,0,0,0,755,0,2788,0,0,0,0,0,0,0,653,0,0,0,0,6830,0,18195,1658,368,101,97,109102,85982,5811,55465,82351,56607,1037,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,2744,42,4105,0,0,1664,174,25,0
AL,01087,824,4610,0,82,1534,0,299,0,1,0,0,0,0,0,98,0,553,2,18,33,0,0,0,0,0,0,0,8881,0,0,0,0,0,85,0,0,0,0,0,0,0,606,0,0,0,215,0,1563,0,8715,0,0,0,0,0,0,0,171,0,0,0,2,4390,0,17328,2990,711,155,302,72300,91088,44034,48540,41765,40125,463,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,841,4624,82,2087,0,0,669,31,1,0
