StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
AL,01021,3486,6994,0,0,1869,0,28,0,71,0,0,0,0,0,471,0,509,0,0,3,0,0,0,0,0,0,0,28833,0,0,0,0,46,0,0,0,26,0,0,0,13,0,0,0,0,0,12,0,233,0,3,0,0,0,0,0,37,0,0,0,2,25556,0,86150,18374,5141,1240,2417,703866,447395,101592,205495,353404,23095,268,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,3486,7034,0,2379,0,0,1019,0,22,0
AL,01023,1985,2660,0,2,2110,0,10,0,0,0,0,0,0,0,18,0,131,0,0,0,0,0,0,0,0,0,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2583,0,0,0,0,0,0,0,1,0,0,0,8,26042,0,79049,4387,1555,386,541,520790,863871,425087,333274,148189,232912,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2660,2,2241,0,0,149,0,0,0
AL,01025,3623,4604,0,0,2216,9,202,0,0,0,0,0,0,0,100,0,172,1,3,10,0,0,0,0,0,0,0,10780,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,86,0,4284,0,0,0,0,0,0,0,134,0,0,0,0,42059,0,95438,8324,3688,1324,3118,459559,1432848,501445,245671,198894,584357,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,4626,0,2388,0,0,295,3,0,0
AL,01027,1450,395,0,1,306,0,4,0,0,0,0,0,0,0,25,0,68,0,0,3,0,0,0,0,0,0,0,7812,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,172,0,0,0,0,0,0,0,3,0,0,0,0,5358,0,57711,2220,664,154,1157,914110,487915,4605,23104,234097,2438,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,398,1,374,0,0,228,0,0,0
AL,01029,992,379,0,0,910,0,21,0,0,0,0,0,0,0,512,0,369,2,0,12,0,0,0,0,0,0,0,2986,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,275,0,0,0,0,0,0,0,0,0,0,0,0,5648,0,58385,7687,1754,287,507,782851,456141,7450,40920,244721,1122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,381,0,1279,0,0,1375,0,0,0
AL,01031,24706,78984,0,162,1137,0,53723,0,0,0,0,0,0,0,542,0,9,65,1254,273,0,0,0,0,0,0,0,27664,0,0,0,0,26,0,2,0,23,0,0,0,0,0,0,0,0,0,949,0,29658,0,0,0,0,0,0,0,86,0,0,0,6,14974,0,95884,18861,5018,1837,139,217818,505620,234133,189990,400383,51584,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,2176,0,162,0,0,0,0,0,0,0,0,0,0,0,24707,81160,190,1308,0,0,2756,1416,0,0
AL,01033,83404,43371,0,0,15845,2,10,0,0,0,0,0,0,0,34,0,50357,0,0,0,0,0,0,0,0,0,0,6901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,277,0,0,0,0,0,0,0,0,0,0,0,2,86692,0,85122,40877,12149,4708,1508,740273,71977,27562,144419,362747,15471,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83404,43371,0,66203,0,0,50391,1,0,0
AL,01035,4561,28023,0,0,1642,0,4164,0,1,0,0,0,0,0,446,0,479,74,17,70,0,0,0,0,0,0,0,21729,0,0,0,0,0,0,49,0,2,0,0,0,0,0,0,0,0,0,238,0,4083,0,0,0,0,0,0,0,73,0,0,0,1,8786,0,68074,6676,1303,309,2216,424427,1069021,203109,179728,341696,82909,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,16,0,0,0,0,0,0,0,0,0,0,0,4561,28248,0,2137,0,0,1150,33,0,0
AL,01037,277,647,0,0,138,0,2,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,4194,0,0,0,0,66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,6,0,0,0,0,43902,0,79299,3290,428,46,736,915684,628007,8193,38833,190081,3707,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,277,652,0,144,0,0,19,0,0,0
AL,01039,12590,75926,0,62,814,0,34692,0,1,0,0,0,0,0,58,0,175,2,127,246,0,0,0,0,0,0,0,33965,0,0,0,0,10,0,20,0,14,0,0,0,0,1,0,0,0,0,4055,0,32970,0,0,0,0,0,0,0,562,0,0,0,1,33501,0,144721,18332,4218,1581,797,276082,1260035,270524,248157,465052,82890,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1005,0,14,0,0,0,0,0,0,0,0,0,0,0,12591,76931,70,1003,0,0,1247,141,0,0
AL,01041,8875,7077,0,59,1054,0,5766,0,0,0,0,0,0,0,290,0,118,1,52,65,0,0,0,0,0,0,0,19260,0,0,0,0,5,0,11,0,244,0,0,0,10,0,0,0,0,0,48,0,2683,0,0,0,0,0,0,0,190,0,0,0,0,9165,0,72095,5318,954,216,439,499586,533806,76017,124980,274503,114643,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,8875,7188,59,1172,0,0,519,52,1,0
AL,01043,17563,5579,0,50,22691,1,46,0,0,0,0,0,0,0,712,0,6069,6,1,2,0,3,0,0,0,0,13,42059,0,0,0,2,1,0,1958,0,19,0,0,0,0,0,0,0,0,0,49,0,260,0,0,0,0,0,0,0,2,0,0,0,0,47903,0,111290,45742,12708,4489,3910,677618,143457,49006,256342,715862,6644,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,17577,5587,50,28761,0,0,6802,1,0,0
AL,01045,6467,55474,0,207,41,0,55766,0,0,0,0,0,0,0,200,0,0,92,105,176,0,0,0,0,0,0,0,21123,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,599,0,23408,0,0,0,0,0,0,0,181,0,0,0,0,10373,0,82934,24216,8813,3691,77,306153,438242,63813,221631,219348,75085,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,504,0,561,1,4,0,0,0,0,0,0,0,0,0,0,0,6494,56036,711,46,0,0,1265,136,0,0
AL,01047,19632,44684,0,1,21991,1,5169,0,5,0,0,0,0,0,3047,0,13059,0,1,5,0,0,0,0,0,0,0,25061,0,0,0,0,32,0,35,0,28,0,0,0,0,0,0,0,0,0,17,0,295,0,0,0,0,0,0,0,221,0,0,0,1,63657,0,125437,21743,7102,2818,1539,614819,536875,116220,190576,734794,305221,4377,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,742,167,0,0,0,0,0,0,0,0,0,0,0,19632,45853,1,35959,0,0,16533,168,2,0
AL,01049,53777,5612,0,2,35013,0,29,0,3,0,0,0,0,0,310,0,14493,17,1,51,0,0,0,0,0,0,0,29941,0,0,0,110,23,0,3,0,29,0,0,0,3,0,0,0,0,0,103,0,1185,0,1,24,0,0,0,0,3,0,0,0,0,8455,0,106929,38074,10244,3363,1775,747080,107135,168320,129820,775320,3511,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,38,0,0,0,0,0,0,0,0,20,0,75,0,0,0,0,0,0,0,0,0,0,0,53795,5632,2,49581,0,0,14841,76,0,0
AL,01051,7958,48978,0,5,3517,0,202,0,6,0,0,0,0,0,1238,0,3158,1,2,1,0,0,0,0,0,0,0,21881,0,0,0,0,132,0,1,0,0,0,0,0,4,0,0,0,0,0,258,0,3066,0,1,0,0,0,0,0,44,0,0,0,0,108865,0,95155,21535,6303,1220,3561,616698,362767,82770,119604,329062,49249,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,7964,52432,5,6675,0,0,7856,2,0,0
AL,01053,17829,116035,0,20,3639,8,45767,0,1,0,0,0,0,0,1250,0,2159,25,83,918,0,0,0,0,0,0,0,20440,0,0,0,0,4,0,30,0,4,0,0,0,0,6,0,0,0,0,1835,0,19725,0,0,0,0,0,0,0,645,0,0,0,2,15752,0,82055,22760,5133,1459,12176,71667,1409785,111748,277100,310939,173977,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400,0,130,0,1,0,0,0,0,0,0,0,0,0,17829,131435,20,5928,0,0,18809,213,0,0
AL,01055,10285,17907,0,0,10616,0,5,0,0,0,0,0,0,0,14,0,1448,0,0,5,0,0,0,0,0,0,1,8863,0,0,0,1,13,0,1,0,1,0,0,0,0,0,0,0,0,0,41,0,1619,0,15,0,0,0,0,0,1,0,0,0,0,41583,0,125859,67893,15378,8020,3126,580799,139898,76636,106263,354953,8039,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10297,17917,0,12064,0,0,1484,0,0,0
AL,01057,7222,7984,0,185,8665,0,49,0,0,0,0,0,0,0,113,0,376,1,16,3,0,0,0,0,0,0,0,10790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4874,0,0,0,0,0,0,0,0,0,0,0,5,6132,0,67701,5545,1767,615,910,816573,344576,148165,180782,135942,61860,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222,7984,185,9041,0,0,489,16,0,0
AL,01059,13304,7267,0,0,6738,0,1384,0,0,0,0,0,0,0,181,0,4653,0,0,137,0,0,0,0,0,0,0,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,201,0,0,0,0,0,0,0,0,0,0,0,0,35985,0,67968,20921,5616,1303,2469,822403,181241,40060,230783,399988,12378,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13304,7267,0,11391,0,0,4834,0,0,0
AL,01061,17617,142685,0,341,274,0,107171,0,0,0,0,0,0,0,97,0,23,426,319,321,0,0,0,0,0,0,0,24312,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1374,0,56660,0,0,0,0,0,0,0,42,0,0,0,0,14742,0,82217,9202,1642,523,117,57352,366271,56175,247180,380333,96094,503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,132,0,1731,20,3,0,0,0,0,0,0,0,0,0,0,0,17623,144436,473,320,0,0,1985,326,1,0
AL,01063,2668,1520,0,4,6745,0,39,0,0,0,0,0,0,0,1461,0,868,1,0,0,0,0,0,0,0,0,0,6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,61206,0,0,0,0,0,0,0,1,0,0,0,667,68110,0,72762,5391,716,194,375,436246,277424,155236,160395,302319,334901,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668,1520,4,7613,0,0,2329,0,0,0
AL,01065,4174,1795,0,0,13047,0,1327,0,0,0,0,0,0,0,1562,0,4783,0,0,0,0,0,0,0,0,0,0,28993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1383,0,0,0,0,0,0,0,4,0,0,0,17313,58351,0,62418,4943,798,167,189,432738,242510,149471,118852,468348,273795,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,4174,1803,0,17835,0,0,6353,5,0,0
AL,01067,5710,96571,0,101,265,0,91898,0,0,0,0,0,0,0,182,0,0,1281,37,338,0,0,0,0,0,0,0,26001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,13951,0,0,0,0,0,0,0,117,0,0,0,0,22984,0,60036,13501,2129,501,276,258345,423535,86671,214747,267617,46172,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,619,0,468,22,30,0,0,0,0,0,0,0,0,0,0,0,5720,97061,720,317,0,0,1269,77,1,0
AL,01069,10247,131930,0,539,62,0,177004,0,0,0,0,0,0,0,45,0,0,343,542,546,0,0,0,0,0,0,0,39803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,30287,0,0,0,0,0,0,0,202,0,0,0,0,9106,0,107053,45113,14473,7167,335,94955,330470,13187,194730,354834,108127,337,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,0,0,0,0,0,0,0,0,488,0,197,119,0,0,0,0,0,0,0,0,0,0,0,0,10379,132246,1027,181,0,0,730,674,4,0
AL,01071,95997,24197,0,27,89564,0,2,0,34,0,0,0,0,0,210,0,13089,3,0,3,0,0,0,0,0,0,16,29380,0,0,0,51,33,0,1,0,115,0,0,0,0,0,0,0,0,0,18,0,119,0,1,162,0,0,0,0,2,0,0,0,0,140059,0,86310,35049,9003,3215,540,1741004,95236,117597,143972,590971,24295,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,68,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,97976,24251,27,102654,0,0,15332,1,0,0
AL,01073,2053,776,0,3,1184,0,17,0,1,0,0,0,0,0,87,0,134,1,0,10,0,0,0,0,0,0,2,10082,0,0,0,1,14,0,12,0,7,0,0,0,2,0,0,0,0,0,94,0,104,0,0,0,0,0,0,0,4,0,0,0,0,38622,0,455937,302193,97898,43040,17500,1157549,581785,72641,181930,261693,8633,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,2053,785,3,1322,0,0,230,4,0,0
AL,01075,4914,5282,0,652,3906,0,2168,0,0,0,0,0,0,0,112,0,787,0,5,2,0,0,0,0,0,0,0,16551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,5388,0,0,0,0,0,0,0,0,0,0,0,5,6921,0,69679,6308,1203,300,702,769685,214107,126714,221826,119088,165630,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914,5282,652,4693,0,0,899,5,0,0
AL,01077,86020,82774,0,133,19042,7,14,0,0,0,0,0,0,0,17,0,31276,4,0,3,0,0,0,0,0,0,0,33256,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,106,0,945,0,0,0,0,0,0,0,0,0,0,0,0,141558,0,124329,39239,9435,3103,213,687814,45518,13095,124656,612562,12451,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,86020,82774,133,50466,0,0,31293,148,0,0
AL,01079,112072,81410,0,1,21425,0,506,0,0,0,0,0,0,0,638,0,62463,9,0,6,0,0,0,0,0,0,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,28,0,0,0,0,0,0,0,0,0,0,0,0,73464,0,74351,16204,4979,1281,494,636332,121136,86113,55814,668771,46099,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,112072,81422,1,83888,0,0,63113,0,0,0
AL,01081,2249,4909,0,1,4946,0,2600,0,0,0,0,0,0,0,201,0,58,38,3,1,0,0,0,0,0,0,0,12990,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,6605,0,4132,0,2,0,0,0,0,0,97,0,0,0,0,32752,0,117373,67542,15756,5487,2764,623472,391988,27027,170345,264159,14863,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,50,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,2263,4934,51,5004,0,0,348,3,0,0
AL,01083,96975,127772,0,24,66851,226,19,0,1,0,0,0,0,0,200,0,131522,720,0,76,0,0,0,0,0,0,0,23696,0,0,0,0,9,0,5,0,5,0,0,0,0,0,0,0,0,6,320,0,147,0,0,0,0,0,0,0,0,0,0,0,0,114014,0,86731,32566,8055,1428,1390,388832,33509,22442,59516,501462,48576,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,219,0,5,0,0,0,0,0,0,0,0,0,0,0,96996,127991,24,198378,0,0,131962,5,0,0
AL,01085,10249,8835,0,0,5258,1,1052,0,0,0,0,0,0,0,704,0,1950,0,0,2,0,0,0,0,0,0,0,18976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,536,0,0,0,0,0,0,0,36,0,0,0,0,26486,0,77171,7427,1213,306,646,551617,375932,26041,177697,605932,183259,4594,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,10250,8913,0,7208,0,0,2733,0,3,0
