FIPS,Year,ERSCode,ASDCode,insect_planted,pland_crops,SDI,largefarm_planted,mna_crops,natural_crops_ed,msidi,soysmallgrain_planted,corn_planted,fruitveg_planted,forest_crops_ed,shrubgrass_crops_ed
1009,2007,5,1020,0.24415403864868623,-0.7775288867869607,-0.27786596025720217,-0.957103260350786,-0.6662345979795589,-0.8546069544428432,0.7479988790892212,-0.8802143599751016,-0.7301064724453334,-0.1185904239119988,-0.5857037207313376,-0.5127472666405989
1009,2002,5,1020,0.2711504221469186,-0.7776082468236531,NA,-1.0296720507493247,-0.6664020554702701,-0.8541126820799839,0.6564018879276337,-0.9142455271448217,-0.6883771403763699,0.11852991418540446,-0.5803927427784787,-0.5183065514167983
1009,1997,5,1020,0.21945157816253832,NA,NA,-1.1096640402558615,NA,NA,NA,-0.5968776648877474,-0.5644779225893877,0.30703621504546225,NA,NA
1011,2017,6,1040,0.19834963325183375,-0.7393161287141321,1.0049277918383377,-0.8703157145887664,-0.6388619017782593,-0.6309363656129682,1.2543590989840971,-0.9739999542716556,-0.5547235761602729,-0.06736879821497392,-0.4392317941222291,-0.3773250925503195
1011,2012,6,1040,0.22027053518917858,-0.7473447355772264,1.1995045345122932,-0.5135166896139824,-0.6458016681833214,-0.6623872493971521,1.2633156224498785,-0.6405929898660021,-0.7865876297664031,-0.05009795926697868,-0.47595897878153093,-0.38250115946124214
1011,2007,6,1040,0.11886517399917766,-0.7512944458805989,0.36350978790105065,-1.0136030594537342,-0.6504381984042298,-0.6834540108742868,1.230114681128654,-1.0378640434215523,-0.7446003949546071,0.14042076932088549,-0.4810772681690797,-0.4013420430170004
1011,2002,6,1040,0.18439974989578992,-0.7545092771266756,NA,-0.9352822870958027,-0.652788398552536,-0.705075160811346,1.2389549722526045,-1.0293955664063072,-0.7828390824662198,0.21141727005574235,-0.4991296131711094,-0.41301924996804174
1011,1997,6,1040,0.07849185946872322,NA,NA,-1.0201009834346182,NA,NA,NA,-1.0378640434215523,-0.8445735707935629,0.018948761440881718,NA,NA
1013,2017,6,1050,0.12045242537313433,-0.7801273571819457,-0.20654064742726916,-0.09314595688072576,-0.5849056354002946,-0.8180183309880271,1.05412873275619,-1.0324493642212398,0.06273745494103139,0.0590531506647267,-0.5591702782207604,-0.49546140560609453
1013,2012,6,1050,0.16494243726457636,-0.7813766019890412,0.11915661584327132,-1.2967727434955487,-0.5883237960489411,-0.8243263569775706,0.9923671669724196,-1.0378640434215523,-0.531669938887907,-0.015284422709857194,-0.5666563357501768,-0.49795127981432763
1013,2007,6,1050,0.17270180799592563,-0.7823841673121154,0.217452860759179,-1.2967727434955487,-0.5893165497205601,-0.830514718517448,1.0825498373787774,-1.0378640434215523,-0.3925517445664616,-0.17002340531377558,-0.574669189920552,-0.49997637750369056
1013,2002,6,1050,0.17657279808268425,-0.7840895396229274,NA,-1.2967727434955487,-0.5964170179543804,-0.8369936937208002,1.1969194901907112,-1.0378640434215523,-0.4021025060232848,-0.09278902152522149,-0.5813511894190312,-0.503926977914087
1013,1997,6,1050,0.09862453902122995,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0179621155899878,-0.15108892301249374,-0.04768954144553595,NA,NA
1015,2017,5,1020,0.18803418803418803,-0.7604057432298761,0.6639935560338467,-0.5342667728977426,-0.6094945677014424,-0.812901831938665,0.9647637295525192,-0.5469901870404803,-0.8410027455242485,-0.2746049409029868,-0.5413392784685406,-0.4902340977618234
1015,2012,5,1020,0.2727634590506518,-0.7643648167517607,0.816253097428617,-1.2967727434955487,-0.6253951319209989,-0.8212745033192018,0.9685409232057568,-0.3442540372354393,-0.5413514838725991,-0.27707616449646716,-0.5497287571395243,-0.49483108685943605
1015,2007,5,1020,0.23240662455861144,-0.7655843238333033,0.9252241667889509,-0.9740885783053629,-0.633067178355751,-0.8235320560736398,0.9267924132443918,-0.5094598616716026,-0.5516907622892301,-0.2845802584750496,-0.5526792941297431,-0.4959377694199725
1015,2002,5,1020,0.30129346705408194,-0.7664189510358538,NA,-1.2967727434955487,-0.6419652886514912,-0.8259649527313351,0.8669698269697229,-0.5244925684435042,-0.6561799103034307,-0.2795277253326753,-0.5472403524489783,-0.5060681713202669
1015,1997,5,1020,0.02811320754716981,NA,NA,-1.2967727434955487,NA,NA,NA,0.0450652581604135,-0.400504347449544,-0.2867290943596839,NA,NA
1017,2017,6,1030,0.13756040659890018,-0.8160013484165757,-2.0081073983508553,-1.2967727434955487,-0.3755627412922735,-0.8968212508316614,0.9524260615340698,-1.0378640434215523,-0.8602740050083627,-0.19762379163699637,-0.6422739901981777,-0.5267033772561511
1017,2012,6,1030,0.04006089255668616,-0.8165808752437776,-1.1387185307446779,-0.3378496580491262,-0.5434513294673485,-0.8971329162608059,0.9797847626415574,-0.9109930035348348,-0.6590787670588174,-0.17399958655817135,-0.642526734238842,-0.5270060042552602
1017,2007,6,1030,0.08082064034815045,-0.8165808752437776,-0.48654076508985683,-1.2967727434955487,-0.5434513294673485,-0.8971106544444385,1.021136085858958,-0.972426935559406,-0.7789619386960419,-0.194174589438139,-0.642526734238842,-0.5269627718268162
1017,2002,6,1030,0.039271127866792335,-0.8166708775372542,NA,-1.2967727434955487,-0.5578518150639553,-0.8972442253426433,1.00003718360756,-1.0378640434215523,-0.8350436896659686,-0.09503983192575693,-0.6427072656964594,-0.5270060042552602
1017,1997,6,1030,0.08782849239280774,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.8347188876636522,0.014150949310088125,NA,NA
1019,2017,5,1020,0.34151282886814105,-0.4936043429815732,0.5891789134378017,0.5102215831872756,-0.4708628795768163,-0.36022719207827214,1.3595106946820272,-0.42924425127441246,-0.5675248850843253,-0.32378510193290405,0.008130466446494723,-0.36636030575183093
1019,2012,5,1020,0.47037310485740286,-0.5056503645955803,0.6555670413211799,0.6906577592310613,-0.4783152815122863,-0.39262592702490595,1.375116631891824,0.49409257377871946,-0.4725277490562361,-0.32957867539706864,-0.020690809275627824,-0.3863395488571237
1019,2007,5,1020,0.4568019093078759,-0.5087639268787113,0.8848602416452946,0.018701944631859455,-0.4839767894963154,-0.40149900765425783,1.3533084929081998,0.1842415510811677,-0.39078995275679235,-0.30653081265895266,-0.02745855823062016,-0.3963524562408951
1019,2002,5,1020,0.2714476373190975,-0.5079408519394726,NA,-0.07734316731991273,-0.484714055528284,-0.41101958335656247,1.31748514679579,-0.5295767680617277,-0.6162821749410059,-0.3086742414815522,-0.0066107798405287965,-0.438825812212986
1019,1997,5,1020,0.30859740607033026,NA,NA,0.12254190432424493,NA,NA,NA,0.021816094402460264,-0.677105565697734,-0.3109224547424909,NA,NA
1021,2017,5,1030,0.2864845973338659,-0.8045090729181568,-0.39486384812466974,-1.007156786375203,-0.6927478502923632,-0.878352585153996,1.2383271858141511,-0.7842253197152406,-0.7906228738291109,0.6459972195835695,-0.6267238065810135,-0.5174387246323369
1021,2012,5,1030,0.14278172393933578,-0.8051872749325296,-0.5443402332492984,-0.9138355505136327,-0.6967524338766647,-0.8797517743888212,1.260423627257246,-0.920190975184113,-0.843103259301218,0.6835165110927159,-0.6290242290613871,-0.5163592793610715
1021,2007,5,1030,0.30201546346972463,-0.806086506540706,-0.5500670659417621,-1.0562941659959464,-0.700622483070694,-0.8813809673334809,1.2668870953641813,-1.0378640434215523,-0.8275254147621435,0.7165165325649021,-0.6295216177057922,-0.51758761363527
1021,2002,5,1030,0.4362662961297969,-0.806709923380865,NA,-0.9354359403654506,-0.7033055003735849,-0.8825693198342917,1.2272286912011563,-1.0378640434215523,-0.7286044207141738,1.3535984901481883,-0.6303609610432258,-0.5181831696470026
1021,1997,5,1030,0.18503778742563112,NA,NA,-1.2967727434955487,NA,NA,NA,-0.9370616798429406,-0.7412316445128332,1.050743936027242,NA,NA
1023,2017,6,1050,0.08539046731873932,-0.8126169802684269,-0.22442290838263879,-1.2967727434955487,-0.6901489591628638,-0.8784149956971682,0.9216220664630271,-1.0378640434215523,-0.9283987993040852,-0.30274868254523524,-0.6358443726136055,-0.5187956382478006
1023,2012,6,1050,0.052262412322926693,-0.8126212933983809,0.9854978043448324,-0.5767177523584647,-0.6913427081000187,-0.8781387761271531,0.9591138008055706,-1.0378640434215523,-0.8682685624159441,-0.16585972907145552,-0.6368818432381057,-0.5173275464142589
1023,2007,6,1050,0.06446074605899797,-0.8127391852488258,0.5783489438890843,-1.2967727434955487,-0.6937654606265603,-0.8777171778360773,1.0847224192149347,-1.0378640434215523,-0.9213090382689564,-0.21026768972374751,-0.6378957349847764,-0.5151254086639465
1023,2002,6,1050,0.0647514819881441,-0.8128254475812076,NA,-1.2967727434955487,-0.6957528396231559,-0.8783132305924258,1.0531842649396972,-1.0378640434215523,-0.7928997961220855,-0.1266928928344576,-0.6381079448852424,-0.5154359665518112
1023,1997,6,1050,0,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.7323434178088283,-0.05999967423620596,NA,NA
1025,2017,6,1050,0,-0.8118494146224752,0.6211940244809683,-1.2967727434955487,-0.6577295390841873,-0.8808635232640838,0.7940217142175164,-1.0378640434215523,-0.8830643026512819,-0.23844857007896103,-0.632972668040621,-0.517706949329507
1025,2012,6,1050,0.2297824874511991,-0.8118768955623196,0.018415329029022067,-1.2967727434955487,-0.6581562687714357,-0.8807991838681085,0.9290142059281676,-1.0378640434215523,-0.8666468521787808,-0.1663143366854567,-0.6349553491495854,-0.5153121308282257
1025,2007,6,1050,0.1552014364268881,-0.8121263377811101,0.7501519415792092,-0.5708857504609287,-0.6557751171208819,-0.8811423273133099,0.9304819337566532,-1.0378640434215523,-0.8207134564287086,-0.18469401361719331,-0.6327291808868886,-0.518102614994936
1025,2002,6,1050,0.0019987507807620237,-0.8127277472078115,NA,-1.2967727434955487,-0.6593236868304473,-0.8835550546623824,0.7855365605483321,-1.0378640434215523,-0.669501295907683,-0.07496991489310748,-0.6340683602324171,-0.5207473276006988
1025,1997,6,1050,0.10464495461825948,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.5903857832098636,-0.14276464851633622,NA,NA
1027,2017,6,1030,0.0803489821354383,-0.8165696058311447,-1.5913772507100945,-1.2967727434955487,-0.48795677521700986,-0.8952592130760472,0.5326062752254312,-1.0378640434215523,-0.9283987993040852,-0.29545118882262406,-0.6417933805376409,-0.5239774611101148
1027,2012,6,1030,0.03650872817955112,-0.8167290882373998,-1.799431407565947,-1.2967727434955487,-0.4428820845284437,-0.8958089106626091,0.5928331662860714,-1.0378640434215523,-0.8779905099433093,-0.2924348789826373,-0.6419716907076874,-0.5241482630693778
1027,2007,6,1030,0.04408499841420869,-0.8167290882373998,-2.193822814286154,-1.2967727434955487,-0.4428820845284437,-0.8958089106626091,0.5959258716133958,-1.0378640434215523,-0.9037874760004211,-0.31317617756860805,-0.6419716907076874,-0.5241482630693778
1027,2002,6,1030,0.021767381416504222,-0.81769909092177,NA,-1.2967727434955487,-0.7027932879793966,-0.8985134227884942,0.48388133188536847,-1.0378640434215523,-0.8060331439615745,-0.2464153253789491,-0.6437904544421638,-0.5272226983361095
1027,1997,6,1030,0.03418543315074052,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.7826758200629392,-0.22459529362167843,NA,NA
1029,2017,5,1020,0.1428052765339465,-0.814291030257434,-1.0737752756320242,-1.2967727434955487,-0.6029850443118573,-0.8884588223102405,0.43309293344223315,-1.0378640434215523,-0.5903155262129184,-0.26143042421426155,-0.6332923830047692,-0.5217401114667847
1029,2012,5,1020,0.1411917098445596,-0.8149329198681543,-0.5824208566544974,-1.2967727434955487,-0.6051509710072819,-0.8909957516204607,0.4988051430888694,-0.8106283180410206,-0.5949749296213598,-0.19260182065371423,-0.6360226506679744,-0.522937257061265
1029,2007,5,1020,0.14823464761643082,-0.8150461945165459,-0.9536918738748402,-1.2967727434955487,-0.5891384235383842,-0.8924657480432052,0.552801639956032,-1.0378640434215523,-0.9283987993040852,-0.2404099735496844,-0.6373301027883824,-0.5240883585944194
1029,2002,5,1020,0.10905829596412556,-0.8152066669001763,NA,-1.2967727434955487,-0.6187319167731875,-0.8930110692968041,0.4457946535636908,-1.0378640434215523,-0.5648023121765284,-0.21676100076299315,-0.6375608296331604,-0.5248250635756381
1029,1997,5,1020,0.062470808033629144,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.34959160662021654,-0.3120209196749736,NA,NA
1031,2017,6,1060,0.41369086620364304,-0.3681281235809112,0.9678084157026496,0.03950256595631923,-0.5678484120211109,0.19552159285338302,1.199659041168422,-0.9116718616047857,-0.6962483787653964,-0.26121287096146373,0.40334009149670447,0.0961012449822388
1031,2012,6,1060,0.3769213892079553,-0.37294917052536297,1.0479923883826632,0.3802323875407408,-0.5650133490642824,0.16356318991096297,1.198518967070938,-0.29837619734798465,-0.6758733340587514,-0.25780848710694276,0.38751100508581393,0.06229693636724572
1031,2007,6,1060,0.44790437056406424,-0.3675191697676681,0.9260286897169516,0.21527220579673623,-0.554039420360426,0.15476191615081075,1.2310799497910452,-0.7214658707988034,-0.19206007161447644,-0.2695276204896711,0.3371688004082925,0.10707814968980393
1031,2002,6,1060,0.315814784281396,-0.3742176620943368,NA,0.12796453411340486,-0.5565015826061406,0.10584639243049723,1.217737257757688,-0.882757395817827,-0.4660753409536327,-0.2574754135874522,0.3064305544520742,0.053485026705809395
1031,1997,6,1060,0.3331094506478605,NA,NA,-0.1621386834869063,NA,NA,NA,-0.8083661393568479,-0.38328863693639803,-0.24299772265449684,NA,NA
1033,2017,6,1010,0.703834480089967,-0.36352194256955594,0.7127014295668931,1.2915296346356682,-0.0966978946108097,-0.39877457512801545,1.1137084787907712,1.5934339410196194,0.5922926157267637,-0.32997588560279245,-0.18606571636004396,-0.32051208777876355
1033,2012,6,1010,0.5281078177336789,-0.3756674421271723,0.8934271347195218,0.7903950447520913,-0.11085055585056872,-0.41880803342745787,1.1487020539207673,1.2824830309018849,0.9530281646542637,-0.31484151839353264,-0.20609162795947608,-0.3233842659579075
1033,2007,6,1010,0.4210042985541227,-0.37911362179719205,1.0121667044764826,0.7111132106480342,-0.13105168192774883,-0.43863981261650314,1.1116429784162403,-0.6860987214941776,1.0984008874763198,-0.31604061348560614,-0.2183397807888928,-0.34122658494955893
1033,2002,6,1010,0.4456378151743151,-0.3810607237309661,NA,0.7460634716019042,-0.17054131911283485,-0.4466845682423418,1.0953494072654604,-0.4413302467895044,-0.23985840634749617,-0.32046159281732856,-0.2220832815053021,-0.35219308345174477
1033,1997,6,1010,0.39571674767151405,NA,NA,0.7553216059762956,NA,NA,NA,-0.7205438582030019,-0.40691839215871084,-0.32514311278574204,NA,NA
1035,2017,6,1050,0.24855970325941126,-0.7439026801017463,0.25167280239411177,0.5617959192174207,-0.6164111461440988,-0.6909126315415555,0.8791492009238817,-0.8454636675120959,-0.6221150447292695,-0.2871736379734548,-0.4387862208718796,-0.4569202016401622
1035,2012,6,1050,0.3315580618212197,-0.7467251676627287,0.3455800330189792,-0.5275836219198476,-0.6189984212721407,-0.7036586583085377,0.981701654462231,-0.41934392654280894,-0.526087668103955,-0.22761203630580115,-0.458014868088865,-0.4557371646887846
1035,2007,6,1050,0.18118625349184694,-0.7491766021100056,0.8174514324327649,-0.8533668929928717,-0.6207665006591332,-0.7166546071689901,1.0831987230613973,-0.9594294621593623,-0.4396463541058384,-0.19802654813357579,-0.4692632466980106,-0.4618950236921093
1035,2002,6,1050,0.2631482722895972,-0.7526775423800625,NA,-0.7730567154654565,-0.6278374573026757,-0.7274012571882105,1.064559486646036,-1.0378640434215523,-0.30485206952446464,-0.22119540695436907,-0.47334205065312873,-0.4767588212863412
1035,1997,6,1050,0.13663951859729212,NA,NA,-0.888867181524786,NA,NA,NA,-0.6717118464549173,0.10222657182013878,-0.10715195810710419,NA,NA
1037,2017,6,1030,0.003986446083316724,-0.8164757172744982,-0.5808645176330918,-1.2967727434955487,-0.5740084574406361,-0.893251298979601,0.5593885019632182,-1.0378640434215523,-0.9035002001176805,-0.26150441532695734,-0.6377681056762139,-0.5244127142222293
1037,2012,6,1030,0,-0.8166902970803591,-0.4716296588042927,-1.2967727434955487,-0.6011034477701406,-0.8939653681299193,0.6666796816222215,-1.0378640434215523,-0.8922685199124485,-0.33543048354791355,-0.6391578784683561,-0.5239768874077758
1037,2007,6,1030,0.07295040054542355,-0.8170817065657441,-0.5541703378587631,-1.2967727434955487,-0.5748865358306732,-0.8963523992895549,0.7404927887856702,-1.0378640434215523,-0.9283987993040852,-0.31492806271874796,-0.6403822021185768,-0.527146536967438
1037,2002,6,1030,0.01885593220338983,-0.8170817065657441,NA,-1.2967727434955487,-0.5748865358306732,-0.8963523992895549,0.5786635940035175,-1.0378640434215523,-0.9283987993040852,-0.2207494107679948,-0.6403491122901924,-0.5271861575869337
1037,1997,6,1030,0.0656019656019656,NA,NA,-1.2967727434955487,NA,NA,NA,-1.0378640434215523,-0.7512224919664654,-0.2763210471819603,NA,NA
1039,2017,6,1060,0.4362272028991216,-0.629336202902756,0.8282385046794711,0.18699096457911857,-0.5727030595873653,-0.4961917743603843,0.903715565643459,-0.8577855530716045,-0.6092384554046285,-0.06318362747410007,-0.17510632986907004,-0.38413450946998606
1039,2012,6,1060,0.41900943548127395,-0.6369275915005528,0.9500876025888363,0.21524745801727188,-0.5788342601708035,-0.5169919866934771,1.0108937331752694,-0.829556471435337,-0.57458583649753,-0.11883023903003657,-0.20752523354890184,-0.3801051209079462
1039,2007,6,1060,0.46263971102747886,-0.639657193550392,0.7620034814189182,-0.21825419414603867,-0.5814370489927121,-0.5299437917707747,0.9857354519756463,-0.8879562479358971,-0.6078649770091146,-0.0925893182822347,-0.2211114923444471,-0.38891471577650544
1039,2002,6,1060,0.3958707062653644,-0.6440699656186498,NA,-0.24591504867188368,-0.5816708989075982,-0.5559633882394949,0.9798570931382788,-0.9456146888421739,-0.7674067204738089,-0.014251687155516033,-0.24399911293078871,-0.41083859391530636
1039,1997,6,1060,0.3286501834540996,NA,NA,-0.12640246463908583,NA,NA,NA,-0.6877746487414096,-0.630349474773452,-0.006824034164677564,NA,NA
1041,2017,6,1060,0.12404361132364193,-0.7537023688334388,-0.40141861457003586,-1.2967727434955487,-0.6096627467189231,-0.7587715646366102,1.238413279930962,-1.015436417316876,-0.5232919489520828,-0.23572759276359245,-0.4881411067759939,-0.47919062641835114
1041,2012,6,1060,0.13091343007814005,-0.7567340102982687,-0.421730678302519,-0.6816260683766234,-0.6129627618811644,-0.7689136040273306,1.2167991557709026,-0.8934376938003992,-0.3347854348856009,-0.22392007716723886,-0.5068897781994189,-0.47406547447005476
1041,2007,6,1060,0.11488723131923909,-0.7578110123006926,0.028432075659184645,-1.2967727434955487,-0.6146368485571795,-0.7723160946616368,1.2138479036556455,-1.0378640434215523,-0.49810585506662886,-0.17527340005750314,-0.512691253885158,-0.47321834191661727
1041,2002,6,1060,0.09433539816404209,-0.7601860509284781,NA,-1.2967727434955487,-0.6181725483108078,-0.7851190562150837,1.2594995748555566,-1.0291999101239404,-0.5910827424542474,-0.19403699729339774,-0.5094367675248653,-0.49969123421153694
1041,1997,6,1060,0.1907874886855074,NA,NA,-0.7699977920549237,NA,NA,NA,-0.9734146030371663,-0.1125497593238121,-0.07264096174673865,NA,NA
1043,2017,5,1020,0.35606395645517946,-0.7529810229847919,0.4616539898057686,-0.886019652594245,-0.636541290920412,-0.8112415332735662,0.8323320793404857,-0.2735096176189724,-0.4056044303052004,-0.08717554283398161,-0.5222591275178574,-0.5060660447998014
1043,2012,5,1020,0.35257548845470693,-0.7607190820037056,0.3974921175514568,-1.0666139764079314,-0.6484145460478801,-0.826513443505148,0.8406310387073663,-0.2803938592824221,-0.31494623592892224,-0.10942139935085038,-0.5430712939713687,-0.5108043110142496
1043,2007,5,1020,0.24180505068297917,-0.7624795649346499,0.5305698196079913,-1.197531013770906,-0.6510443546687241,-0.8303269027464069,0.8045191352536311,-0.7866721788959352,-0.5934299846704233,-0.10155324461213679,-0.5474389176355563,-0.5127347157682841
1043,2002,5,1020,0.1381730288381397,-0.7626215959417059,NA,-1.117983876720932,-0.6532534752694644,-0.8314112987391818,0.7557622259991599,-0.7716623477081888,-0.4848721121699784,-0.20058554227324996,-0.5470285368885857,-0.5150862997413806
1043,1997,5,1020,0.10330618892508144,NA,NA,-1.098726755383443,NA,NA,NA,-0.5083088409283818,-0.4606563471469789,-0.24841454204205993,NA,NA
1045,2017,6,1060,0.625127005505541,-0.3615564484837599,0.9886337668051128,0.8440930078568601,-0.5716499249918453,0.32175366242127007,1.2498997793245639,-0.8244508874031278,-0.6333691639114841,-0.24305671289851422,0.3339381076730365,0.35457314809319385
1045,2012,6,1060,0.45101171458998934,-0.36410465344806653,1.036585834267303,0.81953626700706,-0.5708434435331908,0.30495048872920233,1.2429075246210564,-0.8320162774779131,-0.6400386130984351,-0.23468366094345883,0.37063363630769924,0.28581667411649075
1045,2007,6,1060,0.3530767344937485,-0.3639399496960067,0.7970145822940194,0.3538276950675943,-0.5693222271437991,0.29657256832498835,1.2675139182248965,-0.8148469073537324,-0.44258700308342847,-0.20002449279119658,0.3471039720262679,0.2997426177093658
1045,2002,6,1060,0.33171848490423333,-0.37096574795844467,NA,0.49168899954817147,-0.5747968221517932,0.24994967793995576,1.2785200399242005,-0.909246126057541,-0.5948281946857988,-0.24220040364503403,0.2956304323828758,0.2639396142148125
1045,1997,6,1060,0.22479115190022356,NA,NA,0.18493236742399066,NA,NA,NA,-0.7726907425443593,-0.42021257245080834,-0.18328401839899205,NA,NA
1047,2017,6,1040,0.48377698682094905,-0.6491165028462179,0.7232690114042549,0.42428232773023744,-0.540094451587648,-0.5074320723404555,1.3043380921265768,-0.6383180894674341,0.1543461212281013,-0.25759924113759036,-0.4547728890908723,-0.4321670029661498
1047,2012,6,1040,0.43534826462235776,-0.6578951892093222,0.5587444631806959,0.34177390634226457,-0.5548183937500216,-0.5226154138480648,1.3210448951448317,0.30547075862601847,-0.5575324429549964,-0.23446574815232457,-0.47682383803510264,-0.4111921281796767
1047,2007,6,1040,0.3549111050981266,-0.6679580415037791,-0.08186200220403171,-0.0011760818613863148,-0.563861403566043,-0.5555194381161188,1.3037791362218323,-0.5408840729656593,-0.4159705418307108,-0.25023140061048527,-0.4885535344295884,-0.4281881008395701
