FIPS,Year,countyarea,harvcrop,insecticides,cropfail,cropnotharv,totalplanted,totalag,largefarms,soy_smallgrains,corn,fruitveg,insect_planted,insect_ag,harv_county,largefarm_planted,largefarm_ag,soysmallgrain_planted,corn_planted,fruitveg_planted,planted_county,insect_harv,largefarm_harv,soysmallgrain_harv,corn_harv,fruitveg_harv
1035,1987,544558,21914,7325,746,10740,22660,32654,7289,7999,5941,309,0.3232568402471315,0.22432167575182213,0.04024181078966795,0.32166813768755514,0.22321920744778587,0.3530008826125331,0.262180052956752,0.013636363636363636,0.04161172914547211,0.3342612028840011,0.33261841745003196,0.3650177968422013,0.2711052295336315,0.01410057497490189
1037,1992,417594,3322,70,0,391,3322,3713,0,0,16,58,0.02107164358819988,0.018852679773767842,0.007955095140255847,0,0,0,0.00481637567730283,0.017459361830222758,0.007955095140255847,0.02107164358819988,0,0,0.00481637567730283,0.017459361830222758
1037,1987,417594,3552,0,0,855,3552,4407,0,0,97,32,0,0,0.00850586933720312,0,0,0,0.027308558558558557,0.009009009009009009,0.00850586933720312,0,0,0,0.027308558558558557,0.009009009009009009
1039,1992,662225,36545,14870,465,19731,37010,56276,8182,2593,4855,2412,0.4017833018103215,0.26423342099651714,0.055185171203140926,0.22107538503107269,0.14539057502310043,0.07006214536611727,0.13118076195622805,0.06517157524993245,0.055887349465816,0.4068956081543303,0.22388835682035846,0.0709536188261048,0.13284991106854563,0.06600082090573266
1039,1987,662225,36928,15062,349,17297,37277,54225,0,9932,4440,2271,0.4040561203959546,0.2777685569386814,0.055763524481860394,0,0,0.2664377498189232,0.11910829734152427,0.060922284518603965,0.056290535694061686,0.4078747833622184,0,0.26895580589254764,0.12023396880415944,0.06149805025996534
1041,1992,390157,22447,4701,320,7764,22767,30211,5660,530,3752,622,0.20648306759783897,0.15560557412862863,0.057533249435483665,0.2486054376949093,0.1873489788487637,0.02327930777001801,0.16479992972284446,0.027320244213115474,0.058353432079906294,0.20942664944090525,0.25214950772931793,0.023611172985254156,0.167149284982403,0.027709716220430346
1041,1987,390157,20620,5969,400,8475,21020,29095,0,712,4355,583,0.2839676498572788,0.20515552500429626,0.05285051914998321,0,0,0.03387250237868696,0.2071836346336822,0.027735490009514748,0.0538757474555115,0.2894762366634336,0,0.03452958292919495,0.2112027158098933,0.028273520853540252
1043,1992,472627,46277,8834,828,8548,47105,54825,3360,5914,5160,1165,0.18753847786859146,0.16113087095303238,0.09791442300164824,0.0713300074302091,0.0612859097127223,0.12554930474471923,0.10954251141067828,0.024731981742914765,0.0996663330702647,0.19089396460444713,0.07260626229012253,0.12779566523326924,0.11150247423125959,0.025174492728569267
1043,1987,472627,48995,7036,1007,10902,50002,59897,4738,13923,4094,1411,0.14071437142514298,0.11746832061705928,0.10366525822688928,0.09475620975160993,0.07910245922166385,0.27844886204551816,0.08187672493100276,0.028218871245150195,0.10579590247700618,0.14360649045821003,0.09670374528013062,0.28417185427084396,0.08355954689254005,0.028798857026227167
1045,1992,359117,39214,12522,415,13467,39629,52681,21902,1473,7839,446,0.31598072118902826,0.23769480457850078,0.10919561034426106,0.5526760705543919,0.41574761299140106,0.03716974942592546,0.19780968482676828,0.011254384415453329,0.11035122258205543,0.31932473096343145,0.5585250165757127,0.0375631152139542,0.19990309583312083,0.01137348906002958
1045,1987,359117,32902,7373,916,14312,33818,47214,10653,3445,6485,528,0.21801998935478148,0.1561613080865845,0.09161916589857902,0.3150097581169791,0.2256322277290634,0.10186882725175941,0.1917617836655036,0.01561298716659767,0.09416986664513237,0.2240897209896055,0.3237797094401556,0.10470488116223937,0.19710048021396875,0.01604765667740563
1047,1992,627708,56996,15536,1100,21945,58096,78941,37661,23268,4148,530,0.26741944367942716,0.19680520895352224,0.09080018097586776,0.648254613054255,0.47707781761062057,0.40050950151473425,0.07139906361883779,0.009122831175984577,0.09255258814608067,0.2725805319671556,0.6607656677661591,0.40823917467892484,0.07277703698505159,0.009298898168292512
1047,1987,627708,60878,30073,1349,25522,62227,86400,38218,29334,2976,480,0.483278962508236,0.34806712962962966,0.09698458518929183,0.614170697607148,0.44233796296296296,0.47140308869140407,0.047824899159528825,0.00771369341282723,0.09913367361894385,0.4939879759519038,0.6277801504648641,0.4818489437892178,0.04888465455501166,0.007884621702421235
1049,1992,497908,60846,10200,574,9424,61420,70270,11107,11447,18919,903,0.1660696841419733,0.14515440444001707,0.12220329860134804,0.1808368609573429,0.15806176177600684,0.18637251709540867,0.3080267014001954,0.0147020514490394,0.1233561220145087,0.1676363277783256,0.18254281300331987,0.1881306905959307,0.3109325181606022,0.01484074548861059
1049,1987,497908,68668,8515,451,13520,69119,82188,0,25600,16596,890,0.12319333323688132,0.10360393244755925,0.13791302810961062,0,0,0.37037572881552105,0.24010764044618702,0.012876343697102098,0.13881881793423684,0.12400244655443583,0,0.3728082949845634,0.2416846274829615,0.012960913380322712
1051,1992,397810,30033,18112,122,8209,30155,38242,13684,1214,1357,634,0.6006300779306915,0.4736153966842738,0.07549583972248058,0.4537887580832366,0.35782647351079966,0.040258663571547004,0.045000829049908805,0.021024705687282375,0.07580251879037732,0.6030699563813139,0.4556321379815536,0.04042220224419805,0.04518363133886059,0.02111011220990244
1051,1987,397810,31734,18057,961,13059,32695,44793,11080,2141,1323,562,0.5522862823061631,0.4031210233741879,0.07977175033307357,0.33888973849212417,0.2473600785837073,0.06548401896314421,0.04046490289035021,0.017189172656369475,0.08218747643347327,0.5690111552278313,0.34915232873258967,0.0674670700195374,0.04169030062393647,0.017709711980840738
1053,1992,606383,40945,25118,618,5524,41563,46469,22746,13270,8133,661,0.6043355869403075,0.5405323979427145,0.06752333096409364,0.5472655968048504,0.48948761539951363,0.3192743545942304,0.19567884897625293,0.01590356807737651,0.06854248882307057,0.6134570765661252,0.5555257052143119,0.3240932958847234,0.1986323116375626,0.01614360727805593
1053,1987,606383,45843,28657,272,9846,46115,55689,24132,28818,9887,575,0.6214246991217608,0.5145899549282623,0.07560073418944792,0.5233004445408218,0.43333512902009375,0.6249159709422097,0.2143987856445842,0.012468827930174564,0.0760492955772177,0.62511179460332,0.526405339964662,0.628623781166154,0.21567087668782584,0.012542809152978644
1055,1992,342296,19041,2452,736,4920,19777,23961,2742,3499,3188,430,0.12398240380239672,0.10233295772296648,0.05562729333676117,0.13864590180512718,0.11443595843245273,0.17692268797087526,0.16119735045760228,0.021742428073014106,0.057777479140860545,0.1287747492253558,0.14400504175200882,0.18376135707158237,0.16742818129299933,0.022582847539519984
1055,1987,342296,23710,5652,0,5215,23710,28925,0,8490,2588,623,0.2383804301982286,0.1954019014693172,0.06926753453151659,0,0,0.35807676086039647,0.10915225643188528,0.026275832981864193,0.06926753453151659,0.2383804301982286,0,0.35807676086039647,0.10915225643188528,0.026275832981864193
1057,1992,401801,14473,2920,188,3753,14661,18226,3679,1500,4813,149,0.1991678603096651,0.16021068802809174,0.03602031851588224,0.25093786235591026,0.20185449358059915,0.1023122570083896,0.32828592865425277,0.010163017529500034,0.0364882118262523,0.20175499205416983,0.2541974711531818,0.1036412630415256,0.33255026601257515,0.010295032128791543
1057,1987,401801,13089,1351,649,4385,13738,17474,0,3398,2131,68,0.09834036977726016,0.07731486780359391,0.03257582733741329,0,0,0.2473431358276314,0.1551171931867812,0.004949774348522347,0.034191054775871636,0.10321644128657652,0,0.2596073038429215,0.16280846512338604,0.005195202078080831
1059,1992,406837,22334,3537,319,5201,22653,27535,2893,3480,4519,114,0.15613825983313467,0.12845469402578535,0.05489667852235662,0.1277093541694257,0.10506627928091519,0.15362203681631573,0.19948792654394562,0.005032446033637929,0.05568077633056974,0.15836840691322648,0.1295334467627832,0.15581624429121518,0.20233724366436823,0.005104325244022567
1059,1987,406837,24411,4332,441,5861,24852,30272,5666,7279,4777,157,0.1743119266055046,0.14310253699788583,0.06000191722975049,0.22798969901818766,0.1871696617336152,0.29289393207790115,0.1922179301464671,0.006317399002092387,0.06108588943483508,0.17746098070541969,0.2321084756871902,0.2981852443570521,0.1956904674122322,0.006431526770718119
1061,1992,368885,68818,23846,1329,25934,70147,94752,27662,8923,15233,1195,0.3399432620069283,0.25166751097602164,0.18655678599021375,0.3943433076254152,0.2919410672070247,0.12720429954238954,0.21715825338218314,0.017035653698661384,0.19015953481437303,0.3465081809991572,0.40195878985149236,0.12966084454648494,0.22135197186782526,0.017364642971315646
1061,1987,368885,67681,20653,1094,36855,68775,104536,22500,18903,10592,878,0.3002980734278444,0.19756830182903498,0.1834745245808314,0.3271537622682661,0.2152368562026479,0.2748527808069793,0.15400945110868774,0.012766266812068338,0.18644021849627934,0.30515211063666314,0.3324418965440818,0.2792955186832346,0.15649886969755175,0.012972621562920169
1063,1992,413414,12339,789,460,10765,12799,23104,1850,1871,1997,67,0.06164544105008204,0.034149930747922434,0.029846594454953145,0.1445425423861239,0.08007271468144045,0.1461832955699664,0.15602781467302132,0.00523478396749746,0.030959280527509955,0.06394359348407488,0.149931112731988,0.15163303347110788,0.16184455790582705,0.005429937596239566
1063,1987,413414,11358,1172,1099,9055,12457,20413,0,1438,1217,32,0.09408364774825399,0.05741439278890903,0.027473670461087434,0,0,0.1154371036365096,0.09769607449626716,0.0025688367985871397,0.03013202262139163,0.10318718084169748,0,0.12660679697129776,0.10714914597640429,0.002817397429124846
1065,1992,412021,28695,3059,176,8761,28871,37456,10462,12399,2902,138,0.10595407155969658,0.08166915847928236,0.06964450841097905,0.36237054483738007,0.2793143955574541,0.42946208998649166,0.10051608880883932,0.004779882927505109,0.07007167110414275,0.10660393796828715,0.36459313469245513,0.4320961840041819,0.10113260149851891,0.004809200209095661
1065,1987,412021,31196,2584,714,10642,31910,41838,12568,13148,2139,61,0.08097774992165466,0.061762034514078114,0.07571458736326546,0.39385772485114384,0.3003967684879774,0.41203384518959574,0.06703227828267001,0.0019116264493889063,0.07744750874348638,0.08283113219643544,0.4028721630978331,0.42146429029362736,0.06856648288242083,0.0019553788947300936
1067,1992,359650,69183,37004,161,17946,69344,87129,41017,3460,9621,321,0.5336294416243654,0.42470360040858957,0.19236201862922286,0.5915003461005999,0.4707617440806161,0.04989616982002769,0.13874307798800184,0.004629095523765575,0.1928096760739608,0.5348712834077736,0.5928768628131188,0.05001228625529393,0.13906595550930143,0.004639868175707905
1067,1987,359650,65354,29810,1668,20760,67022,86114,33925,9011,9948,167,0.4447793261913998,0.3461690317486123,0.1817155567913249,0.5061770761839396,0.39395452539656733,0.13444839008086898,0.14842887410104144,0.002491719136999791,0.18635339913805088,0.45613122379655413,0.5190960002448205,0.137879854331793,0.15221715579765585,0.00255531413532454
1069,1992,371462,91289,32969,1024,21933,92313,113222,37171,15286,19484,5126,0.3571436309078895,0.2911889915387469,0.24575595888677712,0.40266268022922014,0.32830192012153114,0.16558881197664468,0.21106453045616544,0.055528473779424346,0.24851263386295233,0.36114975517313147,0.4071793972986888,0.16744624215403828,0.21343206739037562,0.05615134353536571
1069,1987,371462,85557,29281,2296,35946,87853,121503,27220,24939,12671,1379,0.3332953911647866,0.24098993440491182,0.2303250399771713,0.30983574835236133,0.22402739027019908,0.28387192241585374,0.14422956529657496,0.015696675127770253,0.23650602215031416,0.34223967647299464,0.3181504727842257,0.29148988393702446,0.14810009701134916,0.016117909697628482
1071,1992,690435,73773,11781,1350,9293,75123,83066,30855,29275,21515,1336,0.15682281059063136,0.14182698095490334,0.10685002932933585,0.4107264086897488,0.37145161678665156,0.3896942347882806,0.28639697562663896,0.017784167298963035,0.10880531838623476,0.1596925704526046,0.4182424464234883,0.3968253968253968,0.2916378620904667,0.018109606495601373
1071,1987,690435,75846,17596,1052,13021,76898,88867,32826,37998,16107,1354,0.22882259616635023,0.1980037584255123,0.10985248430337397,0.42687716195479725,0.36938346067719174,0.4941350880387006,0.20945928372649483,0.01760774012328019,0.11137616140549074,0.2319964137858292,0.4327980381298948,0.5009888458191599,0.2123645281227751,0.017851963188566307
1073,1992,712114,7165,395,103,2025,7268,9190,0,0,136,344,0.05434782608695652,0.04298150163220892,0.010061591262073207,0,0,0,0.018712162905888827,0.04733076499724821,0.010206231024807826,0.05512909979064899,0,0,0.01898115840893231,0.048011165387299375
1073,1987,712114,8662,189,509,2398,9171,11060,0,0,263,729,0.020608439646712464,0.01708860759493671,0.012163782765119069,0,0,0,0.02867735252426126,0.07948969578017664,0.012878555961545484,0.02181944123758947,0,0,0.030362502886169474,0.08416070191641653
1075,1987,387128,11697,1661,559,3845,12256,15542,0,4521,2071,38,0.13552545691906004,0.10687170248359285,0.03021481267177781,0,0,0.36888054830287204,0.1689784595300261,0.003100522193211488,0.03165877952511831,0.14200222279216893,0,0.3865093613747115,0.17705394545609984,0.0032486962469009148
1077,1992,428494,68288,22554,542,14217,68830,82505,30804,10218,7500,104,0.3276768850791806,0.2733652505908733,0.15936745905426913,0.44753741101263983,0.37335919035209986,0.14845270957431353,0.10896411448496295,0.0015109690541914862,0.16063235424533365,0.33027764761012185,0.45108950328022496,0.14963097469540768,0.10982895970009372,0.0015229615745079663
1077,1987,428494,66398,24667,989,19499,67387,85897,24529,19506,7748,79,0.36604983156988735,0.2871695169796384,0.15495666217029877,0.3640019588347901,0.28556294166268903,0.28946235920874946,0.11497766631546144,0.0011723329425556857,0.15726474583074676,0.3715021536793277,0.36942377782463326,0.2937739088526763,0.11669026175487214,0.0011897948733395583
1079,1992,443805,68801,39177,208,17684,69009,86485,40418,8099,5381,138,0.5677085597530757,0.4529918482973926,0.15502529263978548,0.5856917213696764,0.46734115742614324,0.11736150357199786,0.07797533655030503,0.00199973916445681,0.15549396694494202,0.569424863010712,0.5874623915350068,0.11771631226290316,0.0782110725134809,0.00200578479963954
1079,1987,443805,77593,43171,2026,25401,79619,102994,40836,19530,4169,44,0.5422198219018074,0.4191603394372488,0.17483579500005633,0.5128926512515857,0.3964891158708274,0.2452932089074216,0.0523618734221731,5.526319094688453e-4,0.17940086299162922,0.5563775082803861,0.5262845875272254,0.2516979624450659,0.0537290734988981,5.670614617297952e-4
1081,1992,389626,8502,4569,84,4208,8586,12710,0,35,641,828,0.5321453529000699,0.3594807238394965,0.02182092570824329,0,0,0.00407640344747263,0.07465641742371303,0.09643605870020965,0.022036517070216054,0.5374029640084685,0,0.004116678428605034,0.07539402493530933,0.09738884968242767
1081,1987,389626,10715,3039,0,3931,10715,14646,0,100,319,628,0.28362109192720486,0.20749692748873413,0.02750073147069241,0,0,0.009332711152589827,0.029771348576761548,0.05860942603826411,0.02750073147069241,0.28362109192720486,0,0.009332711152589827,0.029771348576761548,0.05860942603826411
1083,1992,363577,94637,56939,303,24387,94940,119024,61874,15410,6016,674,0.5997366757952391,0.4783825110902003,0.2602942430351755,0.6517168738150411,0.5198447371958597,0.16231303981461975,0.06336633663366337,0.007099220560353908,0.2611276290854482,0.6016568572545622,0.6538034806682376,0.16283271870410093,0.06356921711381383,0.007121950188615446
1083,1987,363577,101416,55337,577,36583,101993,137999,50039,32631,8253,388,0.542556842136225,0.40099565938883613,0.27893953687939554,0.49061210083044915,0.36260407684113655,0.31993372094163325,0.08091731785514693,0.003804182639985097,0.28052654595862775,0.5456436854145302,0.4934034077463122,0.32175396387157845,0.0813776918829376,0.0038258262995976965
1085,1992,459522,29444,13528,883,10754,30327,40198,18517,0,1198,1128,0.44607115771424805,0.3365341559281556,0.06407527822389353,0.6105780327760741,0.4606448081994129,0,0.0395027533221222,0.03719457908794144,0.06599684019481113,0.4594484445048227,0.6288887379432142,0,0.04068740660236381,0.038310012226599646
1085,1987,459522,31980,5271,1073,11733,33053,43713,18745,1203,2326,255,0.15947115239161347,0.12058197790131082,0.06959405643255383,0.5671194747829243,0.42881980188959806,0.03639609112637279,0.07037182706562188,0.007714882158956827,0.07192909153424645,0.1648217636022514,0.5861475922451532,0.0376172607879925,0.07273295809881175,0.00797373358348968
1087,1992,390768,17412,8391,140,13328,17552,30740,5909,1746,673,760,0.4780651777575205,0.27296681847755366,0.04455840805797814,0.33665679124886055,0.19222511385816526,0.09947584320875114,0.038343208751139474,0.043299908842297175,0.04491667690291938,0.48190902825637494,0.33936365724787504,0.10027567195037905,0.038651504709395816,0.04364805881001608
1087,1987,390768,22218,7242,908,13116,23126,35334,0,4922,922,822,0.3131540257718585,0.20495839701137714,0.05685726569217541,0,0,0.212834039609098,0.039868546225028105,0.03554440889042636,0.05918089505793719,0.3259519308668647,0,0.22153209109730848,0.04149788459807363,0.036997029435592764
1089,1992,515174,109783,49980,1262,21828,111045,131611,78040,40104,14963,257,0.4500878022423342,0.3797554915622554,0.21309887533144142,0.7027781530010356,0.5929595550523893,0.36115088477644197,0.13474717456886848,0.002314377054347337,0.2155485331169663,0.4552617436215079,0.7108568721933268,0.3653024603080623,0.13629614785531458,0.002340981754916517
1089,1987,515174,112625,46296,932,29165,113557,141790,72505,57928,13547,605,0.40768953036800903,0.32651103744974963,0.21861545807824154,0.6384899213610786,0.5113548205092038,0.5101226696724993,0.11929691696680962,0.005327720880262775,0.22042455558704438,0.4110632630410655,0.6437735849056604,0.5143440621531632,0.12028412874583795,0.00537180910099889
1091,1992,625357,22431,5092,47,11990,22478,34421,4035,0,1207,70,0.22653260966278138,0.1479329479097063,0.03586911156347494,0.1795088531008097,0.11722494988524447,0,0.05369694812705757,0.0031141560637067355,0.035944268633756396,0.22700726672908028,0.1798849806071954,0,0.053809460122152375,0.0031206812001248274
1091,1987,625357,36016,4737,0,13739,36016,49755,18306,0,2005,92,0.13152487783207464,0.09520651190835092,0.05759270304801897,0.5082741003998223,0.3679228218269521,0,0.055669702354509104,0.002554420257663261,0.05759270304801897,0.13152487783207464,0.5082741003998223,0,0.055669702354509104,0.002554420257663261
1093,1992,474539,18376,2628,83,4138,18459,22514,4110,4231,5757,96,0.14236957581667478,0.11672736963667052,0.038723898351874134,0.22265561514708274,0.18255307808474727,0.2292106831355978,0.3118803835527385,0.00520071509832602,0.03889880494543125,0.1430126251632564,0.22366129734436221,0.23024597300827165,0.31328907270352635,0.00522420548541576
